code,name,industry,area,pe,20162,20163,20164,20171,20172
002823,凯中精密,机械基件,深圳,35.41,11.48,,,3.49,
002806,华锋股份,元器件,广东,160.29,,7.45,,,
002787,华源控股,广告包装,江苏,56.33,6.84,9.57,11.66,,5.02
002781,奇信股份,装修装饰,深圳,47.43,3.89,,,1.31,4.19
002757,南兴装备,家居用品,广东,38.26,4.12,5.91,,2.21,6.69
002756,永兴特钢,特种钢,浙江,30.47,4.51,6.95,8.54,,
002740,爱迪尔,服饰,深圳,52.1,1.9,4.07,,0.78,2.15
002739,万达电影,影视音像,北京,34.44,8.42,11.83,,,8.15
002711,欧浦智网,仓储物流,广东,28.32,,11.36,15.48,3.05,14.4
002694,顾地科技,塑料,湖北,1037.67,,1.56,4.14,-1.42,
002684,猛狮科技,电气设备,广东,127.49,,0.39,6.54,,2.12
002676,顺威股份,塑料,广东,457.32,,2.6,,0.6,1.15
002669,康达新材,化工原料,上海,88.73,,9.03,,1.46,
002659,中泰桥梁,建筑施工,江苏,0.0,-0.98,,-7.53,0.05,-1.14
002650,加加食品,食品,湖南,33.89,,6.7,7.9,2.99,4.96
002644,佛慈制药,中成药,甘肃,73.48,2.43,,4.83,,2.64
002639,雪人股份,专用机械,福建,317.76,0.14,,,0.06,0.47
002638,勤上股份,半导体,广东,75.23,,,,0.18,
002625,光启技术,汽车配件,浙江,452.55,4.07,6.83,11.69,0.37,0.8
002622,融钰集团,电气设备,吉林,209.36,0.55,2.0,1.35,,
002621,三垒股份,专用机械,辽宁,293.23,,1.86,0.89,0.38,
002619,艾格拉斯,互联网,浙江,44.11,2.01,3.77,,1.6,3.41
002615,哈尔斯,家居用品,浙江,27.5,4.98,12.61,,4.73,9.82
002606,大连电瓷,电气设备,辽宁,109.41,,8.33,11.77,,
002603,以岭药业,中成药,河北,29.2,6.24,8.62,10.81,,5.16
002596,海南瑞泽,其他建材,海南,60.61,-0.36,0.79,3.36,,3.03
002576,通达动力,电气设备,江苏,114.26,-0.75,0.37,,1.81,2.07
002575,群兴玩具,文教休闲,广东,0.0,1.24,2.21,1.42,,
002569,步森股份,服饰,浙江,0.0,-4.55,-5.53,1.26,-1.63,
002567,唐人神,饲料,湖南,25.69,2.83,5.59,8.18,2.06,4.79
002543,万和电气,家用电器,广东,20.45,7.85,10.46,14.2,4.22,7.05
002504,*ST弘高,装修装饰,北京,50.95,,22.04,23.81,2.07,7.09
002503,搜于特,服饰,广东,29.12,7.68,10.66,12.54,2.74,6.83
002486,嘉麟杰,服饰,上海,0.0,-4.14,,1.29,-2.82,-3.1
002481,双塔食品,食品,山东,98.24,,3.89,,1.11,
002473,*ST圣莱,家用电器,浙江,0.0,,-5.11,,-1.58,-3.48
002471,中超控股,电气设备,江苏,84.33,3.11,5.04,6.35,0.59,2.3
002453,天马精化,化工原料,江苏,875.17,,0.96,-29.4,-0.83,0.3
002449,国星光电,半导体,广东,29.85,3.38,4.68,6.85,1.77,
002447,壹桥股份,渔业,辽宁,115.8,0.56,5.42,11.78,0.41,
002442,龙星化工,化工原料,河北,75.18,-0.91,,,,3.68
002433,太安堂,中成药,广东,31.95,1.93,,5.38,1.08,2.42
002426,胜利精密,元器件,江苏,40.69,7.87,,7.87,1.68,
002424,贵州百灵,中成药,贵州,49.92,,11.21,,,
002409,雅克科技,化工原料,江苏,85.2,2.22,,4.92,1.55,
002402,和而泰,元器件,深圳,42.6,5.92,9.35,11.62,3.4,9.12
002399,海普瑞,化学制药,深圳,1693.35,3.12,,4.84,-0.15,0.09
002382,蓝帆医疗,医疗保健,山东,29.15,,11.86,14.66,,
002373,千方科技,软件服务,北京,49.12,4.31,7.21,,,4.72
002367,康力电梯,运输设备,江苏,21.57,9.9,14.02,15.1,3.43,
002357,富临运业,公路,四川,26.04,,,9.56,4.24,6.1
002356,赫美集团,服饰,深圳,46.13,5.88,8.12,,0.99,5.34
002353,杰瑞股份,化工机械,山东,239.73,1.37,1.34,1.54,0.29,0.39
002347,泰尔股份,机械基件,安徽,186.79,,1.1,0.83,0.2,
002341,新纶科技,化工原料,深圳,81.35,2.86,3.52,2.14,0.7,2.25
002331,皖通科技,软件服务,安徽,77.05,2.32,4.48,6.1,0.91,2.48
002330,得利斯,食品,山东,1921.46,1.18,1.06,,0.58,0.08
002309,中利集团,电气设备,江苏,126.81,-1.12,-3.18,1.48,,0.67
002289,宇顺电子,元器件,深圳,0.0,-32.17,-47.09,5.1,-3.89,-6.22
002277,友阿股份,百货,湖南,17.59,6.27,,7.33,3.29,5.35
002275,桂林三金,中成药,广西,20.56,9.41,,16.33,,10.39
002266,浙富控股,电气设备,浙江,93.85,1.23,1.73,,0.66,1.73
002264,新 华 都,超市连锁,福建,66.37,,12.66,3.37,2.29,
002263,大 东 南,塑料,浙江,0.0,-0.64,,-6.53,-0.09,-0.1
002260,德奥通航,航空,广东,0.0,-3.13,0.94,,-4.46,
002256,兆新股份,染料涂料,深圳,65.42,7.9,6.95,7.57,,
002252,上海莱士,生物制药,上海,70.96,,10.99,14.16,1.88,5.88
002243,通产丽星,塑料,深圳,73.03,0.69,1.2,1.8,0.62,1.73
002229,鸿博股份,广告包装,福建,0.0,-2.2,,1.12,-0.71,-1.01
002200,云投生态,环境保护,云南,0.0,3.03,4.13,4.01,-0.89,
002189,利达光电,元器件,河南,213.08,1.01,,3.27,0.51,
002168,深圳惠程,电气设备,深圳,0.0,-1.82,0.4,6.09,-0.41,-5.34
002143,印纪传媒,影视音像,四川,51.32,15.15,22.33,37.72,,11.21
002141,贤丰控股,元器件,广东,756.16,0.69,0.8,0.87,0.27,0.41
002131,利欧股份,互联网,浙江,26.98,4.67,7.36,9.11,2.01,4.25
002129,中环股份,半导体,天津,39.75,2.25,3.14,3.87,0.98,2.57
002127,南极电商,互联网,江苏,84.86,6.05,,,,8.72
002125,湘潭电化,化工原料,湖南,113.42,0.53,1.32,2.13,0.5,2.07
002110,三钢闽光,普钢,福建,9.95,14.88,16.17,21.68,,
002080,中材科技,化纤,江苏,26.46,,,5.55,1.7,4.57
002076,雪 莱 特,家用电器,广东,172.23,1.82,,4.11,,1.47
002075,沙钢股份,特种钢,江苏,94.1,2.81,5.54,8.72,3.81,6.68
002071,长城影视,影视音像,江苏,40.23,,,31.94,1.47,
002070,*ST众和,纺织,福建,0.0,,7.09,-7.12,-2.38,
002057,中钢天源,元器件,安徽,36.42,0.81,,,1.65,6.12
002054,德美化工,化工原料,广东,125.92,5.14,,7.67,0.24,
002053,云南能投,食品,云南,38.1,,,12.95,1.87,4.18
002026,山东威达,机械基件,山东,25.63,2.47,,5.25,,
002015,霞客环保,化纤,江苏,0.0,nan,nan,-13.31,,-3.5
002012,凯恩股份,造纸,浙江,126.01,-0.25,-1.35,0.73,1.44,
002006,精功科技,专用机械,浙江,65.19,3.37,,7.0,1.22,2.92
002003,伟星股份,服饰,浙江,19.87,6.96,11.88,,,7.21
001696,宗申动力,摩托车,重庆,26.03,,6.6,7.98,,4.54
000995,皇台酒业,白酒,甘肃,0.0,-16.46,,-150.45,,nan
000979,中弘股份,区域地产,安徽,277.69,0.27,,,,0.3
000966,长源电力,火力发电,湖北,0.0,,15.48,11.92,1.4,-2.63
000953,*ST河化,农药化肥,广西,60.43,-49.03,nan,nan,nan,nan
000928,中钢国际,建筑施工,吉林,22.24,,12.07,,2.38,5.8
000927,一汽夏利,汽车整车,天津,0.0,-40.66,-73.48,10.04,-16.98,
000911,南宁糖业,食品,广西,0.0,-15.53,,,,-4.65
000903,云内动力,机械基件,云南,21.52,2.95,4.07,,2.63,3.66
000889,茂业通信,通信设备,河北,48.08,5.53,7.4,9.34,1.97,4.3
000886,海南高速,路桥,海南,36.23,,1.86,2.49,2.12,3.47
000883,湖北能源,火力发电,湖北,12.28,5.93,8.28,,1.84,
000868,安凯客车,汽车整车,安徽,0.0,1.5,2.0,,,-2.2
000862,银星能源,新型电力,宁夏,0.0,-4.68,,0.7,,-0.13
000838,财信发展,区域地产,北京,243.08,6.29,,7.05,0.39,
000836,鑫茂科技,通信设备,天津,78.11,,1.76,2.86,0.27,2.75
000829,天音控股,其他商业,江西,889.1,,3.01,10.48,,0.26
000820,神雾节能,环境保护,辽宁,44.42,-11.07,,,9.52,24.85
000806,银河生物,生物制药,广西,0.0,0.32,-0.09,,,-1.04
000803,*ST金宇,纺织,四川,0.0,-21.07,-34.45,-70.9,-24.99,
000797,中国武夷,全国地产,福建,111.13,,,10.96,2.75,2.44
000766,通化金马,中成药,吉林,54.18,2.7,3.72,5.71,1.42,
000755,*ST三维,化工原料,山西,0.0,-26.15,-43.07,-76.99,-31.21,-56.68
000720,新能泰山,火力发电,山东,0.0,,-4.74,,,-12.69
000719,大地传媒,出版业,河南,17.25,,7.31,10.5,1.35,4.81
000716,黑芝麻,食品,广西,76.98,,3.42,,1.34,1.57
000693,*ST华泽,小金属,四川,0.0,-4.33,,,-4.69,-9.64
000688,建新矿业,铅锌,重庆,25.78,4.03,9.71,14.47,4.85,12.88
000677,恒天海龙,化纤,山东,721.57,0.32,,1.69,0.66,1.07
000673,当代东方,影视音像,山西,193.65,1.48,,8.05,0.57,
000672,上峰水泥,水泥,甘肃,16.21,0.86,2.53,8.31,5.82,16.55
000665,湖北广电,影视音像,湖北,19.83,,4.37,5.55,1.62,3.46
000662,天夏智慧,软件服务,广西,38.19,4.36,13.08,8.48,,
000638,万方发展,批发业,辽宁,331.02,1.7,3.94,,,1.16
000633,合金投资,综合类,新疆,0.0,,,15.63,,-8.39
000615,京汉股份,全国地产,湖北,0.0,,,6.47,-1.25,
000606,神州易桥,化学制药,青海,0.0,1.04,0.99,2.63,-1.01,-1.39
000598,兴蓉环境,水务,四川,18.99,5.59,8.93,,2.19,
000592,平潭发展,林业,福建,1665.43,0.63,0.68,,-0.41,0.11
000585,东北电气,电气设备,江苏,0.0,,,-39.4,-8.06,-10.92
000573,粤宏远Ａ,区域地产,广东,29.07,1.18,1.59,,0.47,4.01
000555,神州信息,软件服务,深圳,87.68,2.42,3.74,7.23,,1.98
000540,中天金融,多元金融,贵州,12.14,13.09,15.84,21.9,6.1,
000521,美菱电器,家用电器,安徽,33.92,3.12,4.67,,1.2,1.79
000509,华塑控股,其他建材,四川,0.0,-52.33,-78.96,-301.92,-13.21,
000506,中润资源,区域地产,山东,0.0,,0.45,0.6,,-9.58
000504,南华生物,出版业,湖南,0.0,nan,nan,-386.68,-173.42,nan
000503,海虹控股,医疗保健,海南,0.0,-4.13,,2.02,-2.77,-5.79
000403,ST生化,生物制药,山西,94.54,9.61,,10.22,3.5,7.83
000301,东方市场,综合类,江苏,21.27,2.74,,4.0,0.11,4.09
000100,TCL 集团,家用电器,广东,21.15,2.43,6.21,,,4.47
000099,中信海直,空运,深圳,82.58,1.49,2.71,3.07,0.49,
000061,农 产 品,农业综合,深圳,756.97,,4.38,1.83,0.1,0.21
000038,深大通,广告包装,深圳,28.12,4.01,3.85,6.81,1.84,3.56
000035,中国天楹,环境保护,江苏,62.97,,7.05,10.82,1.1,3.44
000031,中粮地产,全国地产,深圳,46.72,2.72,,11.61,2.4,
000029,深深房Ａ,区域地产,深圳,41.17,,9.67,12.53,1.3,5.06
000019,深深宝Ａ,软饮料,深圳,0.0,-1.63,,9.82,-0.97,-1.74
000006,深振业Ａ,区域地产,深圳,26.64,2.3,2.6,16.56,2.05,
300507,苏奥传感,汽车配件,江苏,49.81,9.34,,15.53,3.61,6.45
600137,浪莎股份,服饰,四川,186.28,0.69,1.88,3.01,,
000799,酒鬼酒,白酒,湖南,56.08,2.18,,6.0,1.97,4.34
300517,海波重科,建筑施工,湖北,101.02,5.78,,12.23,,2.12
300286,安科瑞,电器仪表,上海,32.13,7.36,11.91,14.29,3.31,8.03
002798,帝王洁具,家居用品,四川,76.68,4.1,5.44,,,4.07
002695,煌上煌,食品,江西,66.43,3.1,5.24,5.66,2.2,4.93
600612,老凤祥,服饰,上海,18.98,,17.19,21.83,5.97,10.9
002311,海大集团,饲料,广东,28.56,,17.0,16.17,,
300365,恒华科技,软件服务,北京,68.35,4.61,,18.69,,
000151,中成股份,商贸代理,北京,52.22,,7.56,,2.19,5.32
002040,南 京 港,港口,江苏,69.14,2.19,3.13,10.91,0.9,
000617,中油资本,多元金融,山东,21.55,-34.92,-48.95,10.72,,5.32
300483,沃施股份,专用机械,上海,93.95,,3.2,3.74,,2.73
000576,广东甘化,造纸,广东,0.0,-2.93,-6.11,8.15,-1.06,-1.56
000423,东阿阿胶,中成药,山东,22.81,11.16,16.66,24.1,6.98,
300616,尚品宅配,家居用品,广东,123.51,4.71,,35.2,,
600060,海信电器,家用电器,山东,24.2,6.05,9.22,13.99,2.02,
002009,天奇股份,工程机械,江苏,51.92,2.75,,5.77,1.41,2.69
300434,金石东方,专用机械,四川,228.82,3.06,4.01,6.49,-1.4,3.4
002316,键桥通讯,软件服务,深圳,0.0,,-3.13,0.3,-2.51,-4.83
600562,国睿科技,通信设备,江苏,79.38,8.01,,17.01,1.38,4.57
002818,富森美,房产服务,四川,25.14,11.91,17.29,,4.08,8.56
002198,嘉应制药,中成药,广东,326.58,1.7,2.17,5.76,,1.0
300209,天泽信息,软件服务,江苏,188.21,,4.18,6.33,0.29,
002174,游族网络,互联网,福建,31.69,,15.47,24.12,7.31,11.7
000023,深天地Ａ,其他建材,深圳,88.37,2.02,2.14,2.58,,4.87
300350,华鹏飞,仓储物流,深圳,54.79,1.98,3.95,,,
600618,氯碱化工,化工原料,上海,27.46,0.54,,-15.61,2.97,12.13
000888,峨眉山Ａ,旅游景点,四川,49.01,3.09,,9.35,,3.04
000559,万向钱潮,汽车配件,浙江,36.03,11.18,14.68,19.52,5.23,
600856,中天能源,供气供热,吉林,27.55,,10.33,20.8,5.66,9.19
600727,鲁北化工,农药化肥,山东,70.02,,1.74,2.82,0.48,2.45
600573,惠泉啤酒,啤酒,福建,666.25,,0.06,0.15,,0.18
600356,恒丰纸业,造纸,黑龙江,33.55,1.98,3.35,4.81,1.36,2.28
002033,丽江旅游,旅游景点,云南,28.51,5.51,,10.45,2.14,4.53
600649,城投控股,区域地产,上海,14.48,7.2,9.15,9.62,2.87,4.64
300106,西部牧业,农业综合,新疆,0.0,-3.2,-7.06,-5.5,-1.8,-4.82
600184,光电股份,专用机械,湖北,698.21,,0.34,1.32,0.04,0.33
600723,首商股份,百货,北京,18.56,,,8.74,,4.83
600674,川投能源,水力发电,四川,17.2,7.39,14.58,18.16,,6.2
601028,玉龙股份,钢加工,江苏,0.0,,-12.05,-28.02,0.05,-0.01
600247,ST成城,商贸代理,吉林,0.0,-23.8,-90.95,-245.32,,
600015,华夏银行,银行,北京,6.08,8.02,11.82,15.75,2.73,6.59
000916,华北高速,路桥,北京,28.8,3.8,5.88,6.58,1.31,3.68
300188,美亚柏科,软件服务,福建,139.31,,2.72,10.39,,1.72
600203,福日电子,元器件,福建,102.9,1.98,,3.21,,0.91
002538,司尔特,农药化肥,安徽,35.99,4.12,,7.91,1.07,
601222,林洋能源,电器仪表,江苏,23.63,3.66,5.29,6.72,,
600864,哈投股份,火力发电,黑龙江,36.91,2.32,3.88,,0.78,
601038,一拖股份,农用机械,河南,135.97,3.36,5.27,4.69,,0.67
601006,大秦铁路,铁路,山西,8.64,4.1,5.8,7.75,3.46,8.2
600983,惠而浦,家用电器,安徽,0.0,3.99,5.5,7.53,2.63,
002768,国恩股份,塑料,山东,39.06,6.88,10.78,17.04,4.0,8.99
002100,天康生物,饲料,新疆,21.17,7.9,12.96,15.82,,7.01
000813,德展健康,化学制药,新疆,21.77,-2.1,,35.71,,
002791,坚朗五金,其他建材,广东,38.43,,8.97,11.79,0.11,
002751,易尚展示,家居用品,深圳,350.57,1.35,3.17,3.44,0.32,
002634,棒杰股份,服饰,浙江,81.53,3.26,4.49,6.16,1.2,
002172,澳洋科技,化纤,江苏,30.37,9.26,,,4.41,9.09
002323,雅百特,建筑施工,江苏,25.5,11.69,25.42,33.96,1.6,
300230,永利股份,塑料,上海,24.36,5.2,6.95,9.32,,
002039,黔源电力,水力发电,贵州,51.38,4.77,8.94,,,2.22
000691,ST亚太,区域地产,甘肃,0.0,,0.15,2.51,,-4.92
600754,锦江股份,酒店餐饮,上海,36.73,3.72,,6.94,1.54,
002004,华邦健康,化学制药,重庆,23.7,4.25,,5.9,,3.42
000908,景峰医药,化学制药,湖南,56.8,,,15.08,1.38,2.42
600257,大湖股份,渔业,湖南,231.18,0.98,0.7,0.81,0.49,
600098,广州发展,火力发电,广东,28.59,3.31,6.56,4.51,,2.31
600886,国投电力,水力发电,北京,19.52,5.44,12.33,14.17,,4.4
600926,杭州银行,银行,浙江,10.55,7.14,10.09,11.83,,
000707,双环科技,化工原料,湖北,42.22,0.73,-15.0,-55.99,3.55,
600969,郴电国际,水力发电,湖南,38.74,1.86,2.74,,0.46,1.52
300452,山河药辅,化学制药,安徽,53.59,7.24,9.51,12.74,2.85,6.05
002450,康得新,化工原料,江苏,30.65,9.33,14.33,17.32,3.42,7.74
600495,晋西车轴,运输设备,山西,328.09,0.43,0.18,,-0.35,0.43
002524,光正集团,供气供热,新疆,0.0,,,0.62,-1.8,-4.8
000002,万 科Ａ,全国地产,深圳,21.71,5.2,,19.68,0.61,6.22
000570,苏常柴Ａ,机械基件,江苏,50.51,,2.58,3.0,1.48,1.71
600333,长春燃气,供气供热,吉林,167.54,0.09,1.78,,,0.8
600828,茂业商业,百货,四川,16.19,7.89,10.26,14.96,4.96,9.49
002620,瑞和股份,装修装饰,深圳,36.36,4.84,5.41,6.2,1.59,3.51
600062,华润双鹤,化学制药,北京,17.61,6.86,,11.15,3.45,7.51
300499,高澜股份,专用机械,广东,129.46,4.02,4.5,10.7,,
300011,鼎汉技术,运输设备,北京,458.88,,2.96,5.26,0.19,0.39
600429,三元股份,乳制品,北京,149.18,2.7,3.01,1.93,0.04,0.73
600306,商业城,百货,辽宁,8.6,nan,,943.32,112.45,103.05
000698,沈阳化工,化工原料,辽宁,24.52,3.49,6.3,8.4,1.94,2.67
002051,中工国际,建筑施工,北京,23.04,6.85,11.57,19.55,2.74,
600803,新奥股份,农药化肥,河北,67.82,3.99,4.49,11.65,,
002165,红 宝 丽,化工原料,江苏,50.51,5.76,6.07,9.65,1.21,2.59
600310,桂东电力,水力发电,广西,506.72,4.27,,7.53,,
000524,岭南控股,酒店餐饮,广东,55.87,,4.77,4.95,3.07,5.26
600008,首创股份,环境保护,北京,61.58,3.01,4.61,6.76,1.16,2.62
002530,金财互联,专用机械,江苏,102.92,,1.47,4.84,,2.11
600519,贵州茅台,白酒,贵州,27.7,12.88,18.45,24.44,,14.33
002561,徐家汇,百货,上海,23.93,6.05,8.65,12.07,,5.49
601238,广汽集团,汽车整车,广东,13.8,,13.6,15.39,8.35,
600000,浦发银行,银行,上海,6.71,8.59,12.86,16.35,,7.85
600337,美克家居,家居用品,新疆,37.98,4.22,,10.58,1.47,4.72
002582,好想你,食品,河南,47.74,,0.93,1.97,1.85,2.14
601008,连云港,港口,江苏,826.85,0.19,0.23,0.27,0.13,0.12
600475,华光股份,专用机械,江苏,20.68,3.43,,,4.71,6.13
002531,天顺风能,电气设备,江苏,23.05,9.01,14.2,14.67,3.38,5.11
002697,红旗连锁,超市连锁,四川,42.93,,,6.85,,4.42
300325,德威新材,塑料,江苏,318.52,,,5.93,0.66,0.69
300323,华灿光电,半导体,湖北,36.22,3.14,5.76,9.83,2.31,6.08
000582,北部湾港,港口,广西,25.71,,6.36,,1.65,4.58
600705,中航资本,多元金融,黑龙江,21.29,,,10.77,2.33,5.73
600312,平高电气,电气设备,河南,23.4,8.47,13.97,15.29,1.13,3.86
600350,山东高速,路桥,山东,11.38,5.43,10.38,12.93,,
600299,安迪苏,化学制药,北京,27.96,10.07,,,,4.63
300036,超图软件,软件服务,北京,155.41,1.54,3.58,11.04,,1.6
000680,山推股份,工程机械,山东,66.29,0.43,,1.36,,1.72
002187,广百股份,百货,广东,20.99,,4.6,6.2,,
600717,天津港,港口,天津,17.78,4.39,6.69,8.47,,3.59
600104,上汽集团,汽车整车,上海,10.7,8.34,12.79,17.53,4.0,
002500,山西证券,证券,山西,69.65,1.46,2.59,,1.14,1.92
002523,天桥起重,工程机械,湖南,70.33,2.04,3.87,5.95,,2.26
002351,漫步者,电脑设备,深圳,48.88,2.72,,5.04,,3.93
000925,众合科技,专用机械,浙江,0.0,-0.92,-2.17,,-1.42,
002554,惠博普,石油开采,北京,53.87,3.31,5.02,,2.35,
002132,恒星科技,钢加工,河南,47.67,3.16,4.55,,1.18,
002759,天际股份,家用电器,广东,46.93,4.62,6.84,,2.4,3.95
002293,罗莱生活,纺织,江苏,24.27,5.78,9.72,,4.18,
600053,九鼎投资,多元金融,江西,55.36,13.16,20.98,43.91,2.99,
000593,大通燃气,供气供热,四川,211.88,,,,0.19,0.84
600611,大众交通,公共交通,上海,23.8,2.93,4.9,6.29,1.99,
600807,天业股份,区域地产,山东,72.74,,4.84,7.6,,
002210,飞马国际,仓储物流,深圳,64.22,4.5,,,1.79,3.49
600020,中原高速,路桥,河南,7.84,1.15,4.15,,4.95,5.52
002677,浙江美大,家用电器,浙江,52.92,6.29,11.59,18.5,3.52,8.9
600406,国电南瑞,软件服务,江苏,56.18,3.47,,,0.2,3.87
002658,雪迪龙,环境保护,北京,93.17,2.87,5.86,11.86,0.72,3.01
600761,安徽合力,工程机械,安徽,17.63,4.84,7.45,9.52,2.38,5.06
000572,海马汽车,汽车整车,海南,179.49,2.36,2.8,,,
300288,朗玛信息,软件服务,贵州,19.71,3.91,6.16,8.07,19.26,22.23
300478,杭州高新,橡胶,浙江,118.16,3.03,4.67,7.04,,2.59
600527,江南高纤,化纤,江苏,91.29,0.42,0.69,,0.92,1.43
000539,粤电力Ａ,火力发电,广东,107.87,3.09,6.18,3.99,,
002771,真视通,软件服务,北京,71.77,5.8,7.64,12.24,,4.93
600493,凤竹纺织,纺织,福建,142.04,,2.23,8.49,0.58,1.42
000010,美丽生态,建筑施工,深圳,0.0,1.2,1.0,1.81,-1.16,-2.08
002234,民和股份,农业综合,山东,0.0,,24.96,16.13,,-19.44
002570,贝因美,乳制品,浙江,0.0,-6.02,-11.82,,0.38,
600512,腾达建设,建筑施工,浙江,46.73,2.17,2.93,3.13,0.76,1.82
002010,传化智联,染料涂料,浙江,127.96,3.98,5.2,5.29,0.55,1.68
000811,烟台冰轮,工程机械,山东,22.2,,11.65,13.55,3.81,
002445,中南文化,影视音像,江苏,46.24,2.09,,8.15,,3.36
300513,恒泰实达,软件服务,北京,214.73,2.92,0.94,,0.02,
000728,国元证券,证券,安徽,41.35,2.57,4.64,,1.16,2.46
002228,合兴包装,广告包装,福建,35.07,,,6.44,,4.26
002207,*ST准油,石油开采,新疆,26.08,-10.79,-15.01,,16.75,11.93
600690,青岛海尔,家用电器,山东,9.7,,,20.41,,
600163,中闽能源,新型电力,福建,41.39,,3.91,6.91,3.09,3.51
600794,保税科技,仓储物流,江苏,0.0,1.43,1.91,1.28,,-4.41
002334,英威腾,电气设备,深圳,38.57,1.72,,,0.51,
002741,光华科技,化工原料,广东,72.25,4.34,6.43,,1.1,5.84
600063,皖维高新,化纤,安徽,60.08,1.7,,,,1.78
300175,朗源股份,食品,山东,46.37,,3.41,3.1,,5.65
600030,中信证券,证券,深圳,22.28,3.73,5.66,7.36,1.6,3.39
300403,地尔汉宇,家用电器,广东,31.15,8.38,12.31,15.25,,6.95
601218,吉鑫科技,机械基件,江苏,67.26,2.45,3.79,4.61,0.64,1.28
300026,红日药业,中成药,天津,23.78,,8.69,11.84,,4.66
002605,姚记扑克,文教休闲,上海,74.18,,6.46,8.52,1.67,2.35
600841,上柴股份,机械基件,上海,87.86,1.53,1.94,2.8,0.84,
002675,东诚药业,化学制药,山东,63.02,2.67,,,1.12,2.58
600919,江苏银行,银行,江苏,8.09,8.26,11.68,14.47,3.57,
000012,南 玻Ａ,玻璃,深圳,26.27,5.99,8.99,10.32,2.15,4.94
300042,朗科科技,电脑设备,深圳,113.02,2.31,3.91,5.17,1.68,2.57
002220,天宝食品,食品,辽宁,27.08,3.49,6.0,7.19,,3.22
600578,京能电力,火力发电,北京,225.36,4.16,6.77,7.95,,
002519,银河电子,通信设备,江苏,52.24,,11.31,12.75,,2.46
600161,天坛生物,生物制药,北京,11.76,4.87,,12.63,4.45,33.89
600267,海正药业,化学制药,浙江,440.8,0.29,0.45,-1.38,0.1,0.2
300253,卫宁健康,软件服务,上海,73.09,,26.27,,1.09,3.74
002306,*ST云网,酒店餐饮,北京,0.0,-118.78,-190.08,nan,nan,nan
000725,京东方Ａ,元器件,北京,16.18,-0.67,0.18,2.4,,4.48
002526,山东矿机,工程机械,山东,142.31,,-2.12,0.63,-0.38,0.88
300040,九洲电气,电气设备,黑龙江,27.03,1.42,2.5,,,
002317,众生药业,中成药,广东,19.59,10.31,,16.2,3.21,
002627,宜昌交运,公路,湖北,41.15,2.68,,5.49,,
600064,南京高科,园区开发,江苏,11.88,8.36,9.75,9.86,1.02,5.1
002732,燕塘乳业,乳制品,广东,40.7,6.1,11.09,13.06,1.4,6.85
600038,中直股份,航空,黑龙江,82.06,,4.56,,,2.22
000861,海印股份,房产服务,广东,66.34,3.39,4.45,6.93,,
002269,美邦服饰,服饰,上海,0.0,-1.96,,,0.92,
002195,二三四五,软件服务,上海,27.92,3.92,6.06,10.22,3.09,6.65
600148,长春一东,汽车配件,吉林,139.58,0.63,2.81,3.3,2.87,
000065,北方国际,建筑施工,北京,29.43,5.51,7.9,16.79,2.17,6.03
000711,京蓝科技,软件服务,黑龙江,48.96,-5.27,,1.44,,3.34
002752,昇兴股份,广告包装,福建,67.79,6.2,9.36,12.42,3.06,4.04
300217,东方电热,电器仪表,江苏,62.91,1.36,2.33,2.51,,
002667,鞍重股份,工程机械,辽宁,85.75,-1.06,-1.42,,1.17,1.98
601288,农业银行,银行,北京,5.55,8.82,12.83,15.14,,
300090,盛运环保,环境保护,安徽,132.28,1.44,2.9,,0.13,1.06
002498,汉缆股份,电气设备,山东,39.05,4.48,7.5,9.74,1.64,
000951,中国重汽,汽车整车,山东,12.58,,4.91,,,9.43
000043,中航地产,全国地产,深圳,0.0,0.09,-0.67,4.02,,-3.61
000910,大亚圣象,家居用品,江苏,42.52,4.42,11.61,21.22,1.39,4.74
300471,厚普股份,专用机械,四川,53.28,3.9,,,0.56,3.62
601158,重庆水务,水务,重庆,16.31,5.5,9.2,,4.08,7.47
002394,联发股份,纺织,江苏,15.97,5.44,8.65,,2.08,4.81
002288,超华科技,元器件,广东,103.57,0.18,0.26,,0.66,1.84
300152,科融环境,环境保护,江苏,97.18,0.7,-2.07,,1.96,1.84
002565,顺灏股份,造纸,上海,140.66,,3.08,,0.93,
002830,名雕股份,装修装饰,深圳,168.9,2.98,nan,15.85,-3.14,1.88
300420,五洋科技,机械基件,江苏,55.77,3.86,5.53,7.51,0.88,3.86
002758,华通医药,医药商业,浙江,59.4,3.77,5.52,7.41,1.81,4.24
600056,中国医药,医药商业,北京,19.19,9.14,,,4.67,9.13
002595,豪迈科技,专用机械,山东,21.54,11.73,,22.2,4.33,
600007,中国国贸,园区开发,北京,33.5,6.54,,11.71,,
002647,民盛金科,多元金融,浙江,5986.11,,-1.91,10.45,-1.04,0.1
600197,伊力特,白酒,新疆,31.09,7.29,12.32,14.9,5.62,7.87
600082,海泰发展,园区开发,天津,0.0,,-2.8,-4.79,-0.96,
300041,回天新材,化工原料,湖北,37.44,4.1,5.07,6.3,2.89,4.5
600917,重庆燃气,供气供热,重庆,39.04,6.04,7.99,10.45,2.58,5.05
002478,常宝股份,普钢,江苏,40.27,,2.87,3.69,0.69,
002258,利尔化学,农药化肥,四川,21.71,5.4,7.35,10.98,,
