code,name,industry,area,市盈率(pe),每股收益(eps),市净率(pb),每股净资产(bvps),股价(pe*eps),股价(pb*bvps),净资产收益(roe),20164,20171,20172,20173
603099,长白山,旅游景点,吉林,38.82,0.273,3.96,3.57,右边股价,14.1372,10.200927357032457,,-3.17,,7.76
000570,苏常柴Ａ,机械基件,江苏,63.32,0.076,1.56,4.11,右边股价,6.411600000000001,2.46367656348705,3.0,1.48,1.71,1.85
000993,闽东电力,水力发电,福建,24.61,0.274,2.07,4.35,右边股价,9.004499999999998,8.411214953271028,1.74,0.12,3.73,
000728,国元证券,证券,安徽,36.37,0.3,1.81,7.09,右边股价,12.8329,4.976629089909267,,1.16,2.46,
002558,巨人网络,互联网,重庆,63.42,0.515,10.62,4.1,右边股价,43.541999999999994,16.74550614947966,20.56,,8.82,13.09
601798,蓝科高新,化工机械,甘肃,685.25,0.011,1.99,5.15,右边股价,10.2485,0.2904049616928128,-7.26,,0.1,0.22
600561,江西长运,公共交通,江西,148.27,0.045,1.51,5.94,右边股价,8.9694,1.0184123558373237,-6.7,-0.43,0.65,0.77
300663,科蓝软件,软件服务,北京,0.0,-0.56,6.12,4.38,右边股价,26.8056,,10.38,nan,,
300556,丝路视觉,软件服务,深圳,187.86,0.107,7.49,3.58,右边股价,26.8142,3.987011604386245,9.71,-5.83,1.72,2.94
002133,广宇集团,全国地产,浙江,22.97,0.16699999999999998,1.37,3.73,右边股价,5.1101,5.964301262516326,,,2.15,4.51
002296,辉煌科技,通信设备,河南,65.64,0.102,2.13,4.19,右边股价,8.9247,3.2449725776965264,5.72,0.52,1.61,2.46
002122,天马股份,机械基件,浙江,242.2,0.031,2.68,3.8,右边股价,10.184,1.106523534269199,-5.48,,0.79,0.82
000156,华数传媒,影视音像,浙江,31.79,0.33,1.95,7.15,右边股价,13.9425,6.134004403900597,6.33,,3.0,4.54
002214,大立科技,电器仪表,浙江,96.92,0.059,3.51,2.16,右边股价,7.5816,3.6215435410647956,3.43,0.18,1.76,2.74
603806,福斯特,塑料,浙江,31.95,0.92,3.28,11.97,右边股价,39.2616,10.2660406885759,18.81,,5.17,7.7
002631,德尔未来,家居用品,江苏,54.2,0.192,5.76,2.42,右边股价,13.9392,10.62730627306273,12.87,,6.89,8.24
002304,洋河股份,白酒,江苏,23.28,3.704,6.09,18.89,右边股价,115.0401,26.159793814432987,24.01,10.0,,20.34
600874,创业环保,环境保护,天津,39.44,0.287,4.3,3.52,右边股价,15.136,10.9026369168357,9.71,2.52,5.31,8.4
002831,裕同科技,广告包装,深圳,34.0,1.528,5.91,11.72,右边股价,69.26520000000001,17.38235294117647,,3.73,7.09,13.64
600572,康恩贝,中成药,浙江,23.39,0.242,4.11,1.84,右边股价,7.562400000000001,17.571611799914496,10.43,4.3,,13.47
000637,茂化实华,石油加工,广东,32.29,0.146,3.72,1.69,右边股价,6.2868,11.52059461133478,7.18,,,8.48
002522,浙江众成,塑料,浙江,154.85,0.073,7.52,2.0,右边股价,15.04,4.85631256054246,,1.31,2.52,3.88
600723,首商股份,百货,北京,17.74,0.37,1.59,5.51,右边股价,8.7609,8.962795941375424,8.74,,4.83,6.77
601179,中国西电,电气设备,陕西,29.56,0.127,1.34,3.73,右边股价,4.998200000000001,4.533152909336942,6.07,,,
603028,赛福天,钢加工,江苏,86.01,0.109,4.0,3.12,右边股价,12.48,4.650622020695268,5.09,1.3,,3.52
600599,熊猫金控,多元金融,湖南,450.92,0.037000000000000005,5.23,4.28,右边股价,22.384400000000003,1.1598509713474674,2.93,1.34,,
600383,金地集团,全国地产,深圳,16.67,0.503,1.37,8.17,右边股价,11.192900000000002,8.218356328734252,17.84,,3.11,
600033,福建高速,路桥,福建,12.98,0.215,1.18,3.14,右边股价,3.7052,9.09090909090909,8.14,2.51,,
300610,晨化股份,化工原料,江苏,38.24,0.43,4.75,4.44,右边股价,21.090000000000003,12.421548117154812,15.38,3.21,6.76,10.49
002123,梦网集团,互联网,辽宁,34.05,0.245,1.89,5.9,右边股价,11.151,5.550660792951542,5.12,0.78,,4.07
600823,世茂股份,全国地产,上海,9.98,0.3720000000000001,0.88,5.6,右边股价,4.928,8.817635270541082,,1.24,,
000965,天保基建,区域地产,天津,28.29,0.16399999999999998,1.28,4.83,右边股价,6.1824,4.524566984800283,,,3.63,
600861,北京城乡,百货,北京,46.45,0.18,1.53,7.28,右边股价,11.1384,3.2938643702906347,3.81,,1.95,2.43
002134,*ST普林,元器件,天津,0.0,-0.008,5.75,1.72,右边股价,9.89,,,,-1.93,-0.48
002116,中国海诚,建筑施工,上海,31.76,0.29,4.23,2.91,右边股价,12.309300000000002,13.318639798488666,11.91,3.69,7.32,10.1
600855,航天长峰,专用机械,北京,12170.16,0.001,6.59,2.61,右边股价,17.1999,0.054148836169779196,6.58,,0.01,
603689,皖天然气,供气供热,安徽,47.27,0.28,3.13,5.48,右边股价,17.1524,6.6215358578379515,,2.44,,5.3
600624,复旦复华,综合类,上海,136.22,0.04,4.58,1.61,右边股价,7.3738,3.36220819262957,3.54,,1.67,2.51
600959,江苏有线,影视音像,江苏,41.0,0.179,2.87,3.42,右边股价,9.8154,7.0,6.98,1.57,,5.28
601899,紫金矿业,黄金,福建,28.63,0.096,2.47,1.49,右边股价,3.6803000000000003,8.627314006287113,6.66,3.54,,
000418,小天鹅Ａ,家用电器,江苏,24.37,1.807,5.57,10.55,右边股价,58.76350000000001,22.855970455478047,21.14,6.44,11.69,
002164,宁波东力,电气设备,浙江,75.33,0.14,2.06,4.75,右边股价,9.785,2.734634275852914,1.07,,1.37,5.12
002533,金杯电工,电气设备,湖南,28.07,0.195,1.77,4.12,右边股价,7.292400000000001,6.3056644104025645,7.97,1.03,2.85,
600571,信雅达,软件服务,浙江,143.87,0.063,4.62,2.64,右边股价,12.196800000000001,3.2112323625495236,11.09,1.26,3.79,2.41
603889,新澳股份,纺织,浙江,27.11,0.47,2.66,5.5,右边股价,14.63,9.81187753596459,14.3,,9.15,11.14
600094,大名城,区域地产,上海,20.63,0.265,1.62,4.49,右边股价,7.2738000000000005,7.852641783809986,,2.6,2.8,5.64
600030,中信证券,证券,深圳,20.91,0.654,1.5,12.13,右边股价,18.195,7.173601147776184,7.36,1.6,3.39,5.45
600444,国机通用,塑料,安徽,71.71,0.17800000000000002,6.76,2.52,右边股价,17.0352,9.426858178775625,4.59,3.17,3.28,7.0
002604,龙力生物,食品,山东,37.47,0.194,1.83,5.28,右边股价,9.662400000000002,4.883907125700561,,1.1,1.98,
600851,海欣股份,纺织,上海,102.96,0.079,3.19,3.41,右边股价,10.8779,3.0982905982905984,2.06,,1.49,2.31
000720,新能泰山,火力发电,山东,0.0,-0.45,6.31,0.77,右边股价,4.8587,,,,-12.69,
002689,远大智能,运输设备,辽宁,117.21,0.039,3.88,1.55,右边股价,6.014,3.31029775616415,5.01,,2.42,
300552,万集科技,软件服务,北京,201.38,0.11,4.33,6.97,右边股价,30.1801,2.1501638693018177,,,,
000738,航发控制,航空,江苏,84.61,0.16,4.05,4.45,右边股价,18.0225,4.786668242524525,4.32,0.74,,3.65
600556,ST慧球,软件服务,广西,0.0,-0.025,44.02,0.16,右边股价,7.043200000000001,,,-2.6,,
000400,许继电气,电气设备,河南,39.13,0.299,2.17,7.2,右边股价,15.624,5.54561717352415,13.02,0.7,2.25,4.18
000859,国风塑业,塑料,安徽,145.74,0.025,2.48,1.93,右边股价,4.7863999999999995,1.7016604912858515,1.25,,1.68,1.28
000520,长航凤凰,水运,湖北,105.97,0.034,16.09,0.3,右边股价,4.827,15.183542512031707,3.72,,,12.09
000821,京山轻机,轻工机械,湖北,52.49,0.222,4.04,3.84,右边股价,15.5136,7.696704134120784,,,,
600661,新南洋,文教休闲,上海,38.27,0.42,3.92,5.47,右边股价,21.4424,10.243010190749933,21.01,1.7,,10.06
000973,佛塑科技,塑料,广东,82.51,0.065,3.19,2.24,右边股价,7.145600000000001,3.8661980366016238,6.0,1.01,2.06,2.92
000514,渝 开 发,区域地产,重庆,67.19,0.08,2.02,3.53,右边股价,7.130599999999999,3.006399761869326,4.28,,1.59,2.28
601969,海南矿业,普钢,海南,486.72,0.016,4.24,2.52,右边股价,10.684800000000001,0.871137409598948,,1.07,0.65,0.67
601678,滨化股份,化工原料,山东,13.2,0.471,1.81,4.59,右边股价,8.3079,13.712121212121213,7.41,3.47,7.04,10.76
002742,三圣股份,其他建材,重庆,51.28,0.312,6.57,3.24,右边股价,21.286800000000003,12.81201248049922,9.37,1.92,9.42,
000022,深赤湾Ａ,港口,深圳,27.19,0.6829999999999999,3.28,7.54,右边股价,24.731199999999998,12.063258550937844,11.64,2.9,5.76,9.07
600736,苏州高新,园区开发,江苏,20.27,0.262,1.46,4.84,右边股价,7.0664,7.202762703502714,6.05,1.91,,5.62
600702,沱牌舍得,白酒,四川,127.98,0.28300000000000003,6.7,7.21,右边股价,48.307,5.235192998906079,3.51,1.74,2.66,4.02
600515,海航基础,百货,海南,27.52,0.384,1.56,9.0,右边股价,14.040000000000001,5.6686046511627906,5.04,9.85,3.09,4.36
300333,兆日科技,元器件,深圳,103.78,0.076,4.11,2.56,右边股价,10.521600000000001,3.9603006359606865,2.26,0.92,1.99,
300615,欣天科技,元器件,深圳,99.95,0.263,6.35,5.53,右边股价,35.1155,6.353176588294147,30.73,4.04,,4.43
000861,海印股份,房产服务,广东,51.04,0.052000000000000005,2.49,1.41,右边股价,3.5109,4.878526645768026,6.93,,,3.71
002269,美邦服饰,服饰,上海,0.0,-0.049,2.91,1.2,右边股价,3.492,,,0.92,,
300259,新天科技,电器仪表,河南,42.81,0.183,3.12,3.35,右边股价,10.452,7.28801681850035,9.76,1.01,,
002795,永和智控,机械基件,浙江,67.6,0.3,6.56,3.01,右边股价,19.745599999999996,9.704142011834321,14.48,1.96,,7.21
601777,力帆股份,摩托车,重庆,48.71,0.13,1.47,5.51,右边股价,8.0997,3.0178608088688152,nan,0.83,1.79,
000410,*ST沈机,机床制造,辽宁,0.0,-1.022,-62.01,-0.15,右边股价,9.301499999999999,,-103.34,-50.88,-121.21,-292.55
300548,博创科技,元器件,浙江,65.2,0.706,8.51,7.22,右边股价,61.4422,13.052147239263803,18.04,,7.33,10.13
300571,平治信息,互联网,浙江,58.82,0.767,15.95,3.77,右边股价,60.131499999999996,27.116626997619857,35.17,8.37,,22.25
300432,富临精工,汽车配件,四川,26.63,0.618,3.07,7.15,右边股价,21.9505,11.528351483289523,23.73,,5.95,8.82
300300,汉鼎宇佑,软件服务,浙江,126.66,0.096,3.35,4.83,右边股价,16.180500000000002,2.64487604610769,2.22,0.84,2.08,2.0
002191,劲嘉股份,广告包装,深圳,26.73,0.33,2.89,3.59,右边股价,10.3751,10.811821922933033,13.3,,,
002258,利尔化学,农药化肥,四川,25.58,0.4370000000000001,3.53,4.22,右边股价,14.896599999999998,13.799843627834246,10.98,,,10.92
603727,博迈科,石油开采,天津,65.4,0.327,2.79,10.23,右边股价,28.541700000000002,4.26605504587156,19.07,0.95,,3.2
603881,数据港,互联网,上海,103.02,0.4,13.08,4.1,右边股价,53.62799999999999,12.696563774024462,20.78,3.55,7.47,
600475,华光股份,专用机械,江苏,21.4,0.58,1.98,8.08,右边股价,15.9984,9.25233644859813,,4.71,6.13,
300382,斯莱克,专用机械,江苏,55.61,0.185,4.41,3.1,右边股价,13.671000000000001,7.930228376191333,14.47,,4.29,5.58
000026,飞亚达Ａ,其他商业,深圳,27.47,0.311,2.03,5.62,右边股价,11.4086,7.389879868947943,4.74,1.89,3.65,5.66
603196,日播时尚,服饰,上海,54.46,0.22,3.64,3.75,右边股价,13.65,6.683804627249358,16.49,,,6.73
600068,葛洲坝,建筑施工,湖北,12.1,0.47,1.04,8.72,右边股价,9.068800000000001,8.59504132231405,14.78,,6.18,9.18
600647,同达创业,综合类,上海,200.01,0.081,8.57,2.5,右边股价,21.425,4.284785760711965,25.32,,3.61,3.08
600665,天地源,全国地产,上海,17.49,0.193,1.32,3.42,右边股价,4.5144,7.547169811320756,8.29,0.3,3.6,5.72
002149,西部材料,小金属,陕西,100.72,0.084,2.73,4.13,右边股价,11.274899999999999,2.7104845115170773,1.83,,1.17,2.06
002175,东方网络,电器仪表,广西,103.91,0.065,5.04,1.79,右边股价,9.0216,4.8503512655182375,4.69,,3.43,
600361,华联综超,超市连锁,北京,39.07,0.108,1.39,4.05,右边股价,5.629499999999999,3.5577169183516766,-9.21,0.12,,2.71
300131,英唐智控,元器件,深圳,50.84,0.116,4.51,1.75,右边股价,7.8925,8.870967741935484,11.33,1.75,,6.62
000676,智度股份,互联网,河南,32.1,0.342,2.89,5.05,右边股价,14.5945,9.003115264797508,11.63,2.63,4.64,
002240,威华股份,家居用品,广东,357.43,0.038,6.15,2.92,右边股价,17.958000000000002,1.7206166242341157,1.68,0.12,0.55,1.3
600191,华资实业,食品,内蒙,131.32,0.07,2.68,4.61,右边股价,12.354800000000001,2.0408163265306123,0.44,0.4,,
002028,思源电气,电气设备,上海,55.37,0.242,3.15,5.68,右边股价,17.892,5.689001264222504,,0.41,,4.33
000423,东阿阿胶,中成药,山东,25.51,1.906,4.71,13.77,右边股价,64.8567,18.463347706781654,24.1,6.98,,
000997,新 大 陆,软件服务,福建,28.97,0.59,4.56,4.64,右边股价,21.158399999999997,15.740421125302035,18.77,,16.11,
603020,爱普股份,食品,上海,24.21,0.414,2.27,5.9,右边股价,13.393,9.376290788930193,10.68,1.97,4.85,7.12
601107,四川成渝,路桥,四川,11.18,0.299,0.98,4.55,右边股价,4.459,8.765652951699463,8.1,2.07,,6.69
002487,大金重工,钢加工,辽宁,106.73,0.039,1.75,3.18,右边股价,5.565,1.6396514569474374,4.27,,0.61,1.23
600691,阳煤化工,农药化肥,山西,49.87,0.05,1.55,2.15,右边股价,3.3325,3.108081010627632,,0.58,1.64,2.36
300424,航新科技,航空,广东,103.08,0.17,6.32,3.7,右边股价,23.384000000000004,6.1311602638727205,7.08,,2.45,4.54
002313,日海通讯,通信设备,深圳,91.9,0.226,4.43,6.25,右边股价,27.6875,4.8204570184983675,3.45,-0.36,0.89,1.61
603229,奥翔药业,化学制药,浙江,75.51,0.23,5.86,3.4,右边股价,19.924,7.760561515031121,26.45,4.83,8.18,8.36
002899,英派斯,文教休闲,山东,54.16,0.67,4.71,7.74,右边股价,36.4554,8.69645494830133,21.42,3.5,,8.89
000404,华意压缩,专用机械,江西,28.8,0.19,1.45,4.56,右边股价,6.611999999999999,5.034722222222222,10.77,2.13,,4.69
600600,青岛啤酒,啤酒,山东,19.1,1.384,2.69,13.12,右边股价,35.2928,14.083769633507853,6.43,3.49,6.8,10.91
000587,金洲慈航,批发业,黑龙江,14.43,0.343,1.53,4.32,右边股价,6.6096,10.602910602910603,12.83,,4.27,8.27
600101,明星电力,水力发电,四川,25.64,0.289,1.55,6.38,右边股价,9.889,6.045241809672387,4.32,1.24,2.16,4.63
000551,创元科技,专用机械,江苏,34.94,0.188,2.14,4.1,右边股价,8.774,6.124785346307957,,1.04,3.07,4.59
000951,中国重汽,汽车整车,山东,11.61,1.061,2.02,8.12,右边股价,16.4024,17.39879414298019,,,9.43,
600981,汇鸿集团,商贸代理,江苏,31.5,0.156,1.78,3.69,右边股价,6.5682,5.650793650793651,,1.92,2.95,4.23
002315,焦点科技,互联网,江苏,71.26,0.265,3.19,7.89,右边股价,25.1691,4.476564692674712,5.8,,1.69,
000631,顺发恒业,区域地产,吉林,12.59,0.26,1.78,2.45,右边股价,4.361000000000001,14.138204924543288,7.64,1.18,,
600067,冠城大通,全国地产,福建,13.92,0.35200000000000004,1.36,4.81,右边股价,6.5416,9.770114942528735,4.55,4.23,7.26,7.51
600703,三安光电,半导体,湖北,37.84,0.583,6.32,4.66,右边股价,29.451200000000004,16.701902748414376,12.95,3.89,8.33,12.77
600979,广安爱众,水力发电,四川,18.78,0.217,1.5,3.62,右边股价,5.43,7.987220447284344,,,,
000020,深华发Ａ,元器件,深圳,10524.03,0.001,15.27,1.13,右边股价,17.2551,0.1450965077066485,1.72,,0.67,0.11
002650,加加食品,食品,湖南,43.42,0.112,3.67,1.77,右边股价,6.4959,8.452326116996776,7.9,2.99,4.96,
600225,*ST松江,区域地产,天津,9.55,0.423,2.76,1.95,右边股价,5.382,28.90052356020942,-27.46,25.79,27.07,
300539,横河模具,塑料,浙江,75.53,0.128,7.25,1.78,右边股价,12.905,9.59883490003972,14.37,2.81,4.44,7.41
000619,海螺型材,其他建材,安徽,468.93,0.014,1.27,6.77,右边股价,8.5979,0.2708293348687437,3.1,-0.28,0.1,0.2
300248,新开普,软件服务,河南,79.37,0.142,3.84,3.93,右边股价,15.0912,4.838100037797656,,0.23,,3.78
600794,保税科技,仓储物流,江苏,0.0,-0.065,2.69,1.6,右边股价,4.304,,1.28,,-4.41,-4.01
002412,汉森制药,中成药,湖南,57.59,0.224,4.32,3.98,右边股价,17.1936,7.50130230942872,6.74,,4.15,5.33
002801,微光股份,电气设备,浙江,43.21,0.6709999999999999,5.64,6.85,右边股价,38.63399999999999,13.052534135616755,17.21,2.98,7.16,
603199,九华旅游,旅游景点,安徽,34.7,0.695,3.5,9.2,右边股价,32.199999999999996,10.086455331412102,7.99,3.82,6.04,7.77
002889,东方嘉盛,仓储物流,深圳,40.8,0.83,3.96,9.19,右边股价,36.392399999999995,9.705882352941178,12.49,,8.98,10.19
002203,海亮股份,铜,浙江,18.87,0.339,2.86,2.98,右边股价,8.5228,15.156332803391626,,4.56,8.97,
600518,康美药业,中成药,广东,26.32,0.637,3.56,6.28,右边股价,22.3568,13.525835866261398,14.88,,7.9,11.5
601311,骆驼股份,电气设备,湖北,25.79,0.402,2.22,6.21,右边股价,13.786200000000001,8.607987592089959,10.97,2.02,,
300301,长方集团,半导体,深圳,127.28,0.038,2.33,2.73,右边股价,6.3609,1.8306096794468887,-3.92,0.38,0.58,1.38
600606,绿地控股,全国地产,上海,10.33,0.539,1.5,4.95,右边股价,7.425000000000001,14.52081316553727,,4.66,7.95,11.2
002657,中科金财,软件服务,北京,55.13,0.361,3.11,8.52,右边股价,26.497199999999996,5.641211681480137,6.82,1.25,3.29,4.31
600775,南京熊猫,通信设备,江苏,127.73,0.056,2.64,3.62,右边股价,9.5568,2.0668597823534016,,,1.35,1.52
002252,上海莱士,生物制药,上海,79.74,0.189,7.97,2.52,右边股价,20.0844,9.9949836970153,14.16,1.88,5.88,7.79
600583,海油工程,石油开采,天津,69.48,0.068,1.22,5.19,右边股价,6.3318,1.7559009786989062,5.72,-0.74,,1.29
300011,鼎汉技术,运输设备,北京,278.62,0.037000000000000005,2.96,4.62,右边股价,13.6752,1.0623788672744239,5.26,0.19,0.39,
600882,广泽股份,乳制品,上海,0.0,-0.008,3.31,2.85,右边股价,9.4335,,1.68,0.39,-1.06,-0.27
600159,大龙地产,区域地产,北京,0.0,-0.045,1.62,2.6,右边股价,4.212000000000001,,,-0.79,,-1.69
603698,航天工程,专用机械,北京,41.48,0.416,3.84,5.99,右边股价,23.0016,9.257473481195758,7.11,1.35,,7.11
002441,众业达,批发业,广东,24.8,0.35,1.74,6.6,右边股价,11.484,7.016129032258064,4.58,,3.71,5.41
600739,辽宁成大,商贸代理,辽宁,17.5,0.8059999999999999,1.44,13.11,右边股价,18.8784,8.228571428571428,,3.66,4.56,6.39
002481,双塔食品,食品,山东,87.61,0.054000000000000006,3.01,2.08,右边股价,6.2608,3.4356808583495035,,1.11,,2.57
002034,美 欣 达,纺织,浙江,479.89,0.098,7.98,7.84,右边股价,62.5632,1.6628810769134594,2.76,0.38,,1.26
601010,文峰股份,超市连锁,江苏,26.88,0.116,1.8,2.31,右边股价,4.158,6.696428571428572,6.24,2.17,,5.08
000949,新乡化纤,化纤,河南,65.1,0.048,1.46,2.85,右边股价,4.161,2.242703533026114,4.12,,1.36,1.68
002356,赫美集团,服饰,深圳,55.14,0.369,4.79,5.66,右边股价,27.1114,8.686978599927457,,0.99,5.34,
300107,建新股份,化工原料,河北,74.39,0.063,3.67,1.7,右边股价,6.239,4.933458798225568,2.5,,2.15,3.72
000420,吉林化纤,化纤,吉林,55.64,0.042,2.21,1.41,右边股价,3.1161,3.97196261682243,,1.24,2.1,3.02
000610,西安旅游,旅游服务,陕西,0.0,-0.05,4.08,3.31,右边股价,13.504800000000001,,,-0.58,-0.91,-1.49
601890,亚星锚链,船舶,江苏,154.85,0.035,2.37,3.06,右边股价,7.2522,1.5305134000645786,,0.61,0.9,1.14
600280,中央商场,百货,江苏,26.2,0.237,4.83,1.71,右边股价,8.2593,18.435114503816795,,2.61,13.15,14.66
300340,科恒股份,元器件,广东,47.31,1.149,5.89,12.31,右边股价,72.5059,12.449799196787149,3.96,1.6,4.61,9.9
600658,电子城,园区开发,北京,34.16,0.25,1.51,7.57,右边股价,11.4307,4.4203747072599535,,0.33,1.19,3.31
002346,柘中股份,电气设备,上海,32.26,0.5529999999999999,5.48,4.34,右边股价,23.7832,16.986980781153132,,,2.42,13.71
300525,博思软件,软件服务,福建,210.03,0.18,8.06,6.04,右边股价,48.6824,3.8375470170927963,,-1.41,1.15,2.74
000099,中信海直,空运,深圳,56.02,0.139,2.15,4.82,右边股价,10.363,3.8379150303463048,3.07,0.49,,2.92
002582,好想你,食品,河南,54.43,0.171,1.97,6.31,右边股价,12.4307,3.6193275767040234,1.97,1.85,2.14,2.74
603315,福鞍股份,机械基件,辽宁,112.92,0.12,4.96,3.33,右边股价,16.5168,4.392490258590152,5.33,0.36,,3.65
300287,飞利信,软件服务,北京,27.24,0.227,2.06,3.99,右边股价,8.2194,7.562408223201175,,,,5.79
000565,渝三峡Ａ,染料涂料,重庆,40.66,0.152,3.48,2.37,右边股价,8.2476,8.558780127889818,25.18,1.72,4.02,6.55
000837,秦川机床,机床制造,陕西,385.28,0.014,1.77,4.07,右边股价,7.203900000000001,0.459406146179402,0.53,0.17,0.13,0.35
002066,瑞泰科技,其他建材,北京,285.01,0.032,7.08,1.74,右边股价,12.3192,2.484123364092488,,1.34,1.37,5.24
