code,name,industry,area,市盈率(pe),每股收益(eps),市净率(pb),每股净资产(bvps),股价(pe*eps),股价(pb*bvps),净资产收益(roe),20164,20171,20172,20173
600435,北方导航,专用机械,北京,3753.1,0.003,9.83,1.37,右边股价,13.4671,0.2619168154325757,2.08,0.34,0.23,
601106,*ST一重,工程机械,黑龙江,476.39,0.01,2.71,1.41,右边股价,3.8211,0.5688616469699196,-47.64,0.04,0.21,0.45
603536,惠发股份,食品,山东,68.97,0.3,4.5,5.11,右边股价,22.995,6.524575902566333,10.81,,4.06,6.27
603615,茶花股份,家居用品,福建,45.12,0.3,3.15,5.47,右边股价,17.2305,6.9813829787234045,11.57,3.09,3.9,5.74
300307,慈星股份,纺织机械,浙江,28.26,0.254,1.91,5.02,右边股价,9.588199999999999,6.758669497523,,,4.35,
002867,周大生,服饰,深圳,26.36,0.92,4.56,6.71,右边股价,30.597599999999996,17.298937784522,28.09,7.45,11.81,
603716,塞力斯,医药商业,湖北,45.05,0.8590000000000001,4.11,12.56,右边股价,51.62160000000001,9.12319644839068,12.59,1.72,4.31,6.0
600186,莲花健康,食品,河南,0.0,-0.103,142.83,0.03,右边股价,4.2849,,57.0,,,-131.55
600169,太原重工,工程机械,山西,422.73,0.006999999999999999,2.39,1.6,右边股价,3.8240000000000003,0.5653726965202375,-42.91,,0.35,0.42
002865,钧达股份,汽车配件,海南,62.29,0.36,3.92,6.8,右边股价,26.656,6.293144967089421,10.49,2.26,,5.48
600243,青海华鼎,机床制造,青海,75.73,0.075,1.89,4.02,右边股价,7.5977999999999986,2.495708437871385,-3.73,3.03,2.64,
002797,第一创业,证券,深圳,100.02,0.085,4.52,2.52,右边股价,11.3904,4.519096180763847,7.39,0.79,,
600336,澳柯玛,家用电器,山东,89.37,0.047,2.43,2.32,右边股价,5.6376,2.719033232628399,,1.78,2.59,2.06
600076,康欣新材,其他建材,山东,20.86,0.336,2.96,3.16,右边股价,9.3536,14.189837008628956,14.05,3.73,,11.22
300599,雄塑科技,塑料,广东,38.9,0.3,3.79,3.94,右边股价,14.9326,9.74293059125964,15.7,,3.85,
002736,国信证券,证券,深圳,23.94,0.38,2.11,6.21,右边股价,13.1031,8.813700918964077,9.35,2.12,4.23,7.04
603609,禾丰牧业,饲料,辽宁,21.78,0.318,2.41,3.83,右边股价,9.230300000000002,11.065197428833791,15.1,2.31,3.53,8.49
603305,旭升股份,汽车配件,浙江,92.27,0.44,18.28,2.71,右边股价,49.5388,19.811422997724073,48.92,,19.63,
002845,同兴达,元器件,深圳,57.83,0.54,7.59,5.31,右边股价,40.302899999999994,13.124675773819817,,6.49,,12.31
002177,御银股份,电脑设备,广东,248.11,0.017,2.47,2.22,右边股价,5.4834000000000005,0.9955261779049616,1.4,1.02,,0.75
002902,铭普光磁,元器件,广东,106.16,0.55,8.01,7.3,右边股价,58.473,7.545214770158252,,,,10.26
002601,龙蟒佰利,化工原料,河南,12.98,0.96,2.48,6.6,右边股价,16.368,19.106317411402156,8.91,,,14.91
600644,乐山电力,水力发电,四川,28.35,0.192,2.92,2.49,右边股价,7.2708,10.299823633156967,18.95,2.39,,
002465,海格通信,通信设备,广东,105.78,0.077,3.13,3.47,右边股价,10.8611,2.958971450179618,8.08,0.27,1.91,2.33
600824,益民集团,百货,上海,29.65,0.13699999999999998,2.66,2.04,右边股价,5.4264,8.97133220910624,,2.43,4.76,6.87
002003,伟星股份,服饰,浙江,16.94,0.479,2.74,3.96,右边股价,10.8504,16.174734356552538,,,7.21,
002634,棒杰股份,服饰,浙江,67.09,0.08,4.88,1.47,右边股价,7.1735999999999995,7.273811298256073,6.16,1.2,,5.49
000835,长城动漫,影视音像,四川,63.62,0.106,7.54,1.19,右边股价,8.9726,11.851618987739705,-20.69,,,5.06
603017,中衡设计,建筑施工,江苏,34.23,0.4,2.98,6.02,右边股价,17.9396,8.705813613789076,10.89,1.14,4.51,6.79
603011,合锻智能,机床制造,安徽,97.04,0.083,2.84,3.79,右边股价,10.7636,2.9266281945589445,4.52,0.53,1.64,2.19
300662,科锐国际,综合类,北京,63.73,0.38,7.95,3.37,右边股价,26.791500000000003,12.474501804487684,21.83,nan,10.39,13.94
002498,汉缆股份,电气设备,山东,39.66,0.068,2.61,1.37,右边股价,3.5757000000000003,6.580937972768533,9.74,1.64,,4.93
600856,中天能源,供气供热,吉林,26.48,0.35,2.95,3.62,右边股价,10.679,11.140483383685801,20.8,5.66,9.19,
002388,新亚制程,元器件,深圳,55.43,0.14,3.65,2.44,右边股价,8.905999999999999,6.58488183294245,1.87,1.63,8.57,7.54
600568,中珠医疗,区域地产,湖北,42.23,0.22,2.33,3.05,右边股价,7.1065,5.517404688609993,6.27,1.06,,
603825,华扬联众,互联网,北京,126.45,0.29,5.48,7.11,右边股价,38.9628,4.333728746540134,15.45,,4.2,5.11
000890,法 尔 胜,钢加工,江苏,107.02,0.049,3.12,2.26,右边股价,7.0512,2.915342926555784,10.91,1.05,3.53,2.26
600999,招商证券,证券,深圳,23.31,0.56,1.65,11.69,右边股价,19.2885,7.078507078507079,,2.27,,6.15
300511,雪榕生物,种植业,上海,54.57,0.37,4.46,5.88,右边股价,26.2248,8.172988821696903,,3.7,3.09,
600993,马应龙,中成药,湖北,31.14,0.547,4.63,4.9,右边股价,22.687,14.868336544637122,13.47,4.37,,11.61
300289,利德曼,生物制药,北京,59.07,0.133,3.43,3.05,右边股价,10.4615,5.806670052480109,5.73,,3.21,4.44
300355,蒙草生态,环境保护,内蒙,20.44,0.448,5.63,2.17,右边股价,12.217099999999999,27.544031311154598,14.15,,13.15,22.74
601366,利群股份,百货,山东,28.7,0.35,2.38,5.13,右边股价,12.209399999999999,8.292682926829269,14.03,,6.27,9.7
002181,粤 传 媒,出版业,广东,0.0,-0.048,1.63,3.21,右边股价,5.2322999999999995,,5.14,,-1.33,-1.47
002791,坚朗五金,其他建材,广东,27.07,0.578,2.57,8.12,右边股价,20.868399999999998,9.49390469154045,11.79,0.11,,
603519,立霸股份,家用电器,江苏,49.1,0.3720000000000001,5.57,4.37,右边股价,24.3409,11.344195519348268,10.86,3.02,,8.55
002521,齐峰新材,造纸,山东,29.95,0.261,1.52,6.84,右边股价,10.3968,5.075125208681135,,1.12,2.69,
002782,可立克,电气设备,深圳,136.64,0.095,9.07,1.91,右边股价,17.3237,6.63788056206089,7.41,,,4.96
002849,威星智能,电器仪表,浙江,72.59,0.42,6.23,6.13,右边股价,38.1899,8.5824493731919,20.6,2.33,4.43,7.28
300378,鼎捷软件,软件服务,上海,58.73,0.199,3.43,4.54,右边股价,15.5722,5.8402860548271756,,-0.78,2.81,4.45
002616,长青集团,环境保护,广东,81.02,0.096,3.69,2.8,右边股价,10.331999999999999,4.5544310046902,8.83,1.27,2.49,3.51
603389,亚振家居,家居用品,江苏,60.56,0.191,3.91,3.95,右边股价,15.444500000000001,6.456406869220608,17.75,-0.3,,4.9
002073,软控股份,软件服务,山东,70.61,0.091,1.74,4.92,右边股价,8.5608,2.4642401926072792,,,1.35,
600557,康缘药业,中成药,江苏,23.65,0.488,2.79,5.53,右边股价,15.428700000000001,11.797040169133194,,,,9.17
600662,强生控股,公共交通,上海,116.34,0.044,2.25,3.04,右边股价,6.84,1.933986591026302,,,0.92,1.42
000539,粤电力Ａ,火力发电,广东,25.73,0.149,1.13,4.52,右边股价,5.107599999999999,4.3917605907500965,3.99,,,3.24
600406,国电南瑞,软件服务,江苏,43.14,0.354,5.51,3.7,右边股价,20.387,12.77236903106166,,0.2,3.87,9.52
000922,*ST佳电,电气设备,黑龙江,65.55,0.097,3.11,2.73,右边股价,8.4903,4.744469870327994,-26.43,,0.38,
601919,中远海控,水运,天津,19.02,0.268,3.29,2.06,右边股价,6.7774,17.29758149316509,-44.19,1.46,,13.89
600106,重庆路桥,路桥,重庆,16.45,0.231,1.42,3.57,右边股价,5.0694,8.632218844984802,8.8,,,6.56
002753,永东股份,化工原料,山西,25.99,0.631,4.3,5.09,右边股价,21.886999999999997,16.544824932666412,8.85,4.18,9.53,
000409,山东地矿,综合类,山东,0.0,-0.249,4.25,1.58,右边股价,6.715,,-18.74,,-7.98,-14.6
603227,雪峰科技,化工原料,新疆,114.29,0.044,3.84,1.75,右边股价,6.72,3.359874004724823,-1.69,-0.93,-0.21,2.55
002670,国盛金控,证券,广东,72.55,0.225,2.74,7.93,右边股价,21.7282,3.7767057201929704,,,1.3,2.87
002674,兴业科技,纺织,福建,76.3,0.114,1.5,7.75,右边股价,11.625,1.9659239842726082,3.42,0.48,,1.48
002114,罗平锌电,铅锌,云南,93.34,0.147,3.3,5.54,右边股价,18.282,3.5354617527319476,9.66,,,
600513,联环药业,化学制药,江苏,42.52,0.17600000000000002,3.32,3.0,右边股价,9.959999999999999,7.808090310442144,7.82,1.56,4.2,5.89
600635,大众公用,供气供热,上海,30.99,0.121,2.01,2.47,右边股价,4.9647,6.48596321393998,9.47,1.73,2.82,4.93
600796,钱江生化,农药化肥,浙江,45.79,0.136,3.96,2.09,右边股价,8.276399999999999,8.648176457741865,5.57,0.68,,6.52
002692,睿康股份,电气设备,江苏,114.73,0.065,4.85,2.05,右边股价,9.942499999999999,4.22731630785322,6.41,1.06,,
002226,江南化工,化工原料,安徽,49.32,0.101,1.65,4.01,右边股价,6.616499999999999,3.3454987834549876,1.93,0.22,1.72,2.5
002108,沧州明珠,塑料,河北,24.29,0.408,4.71,2.8,右边股价,13.187999999999999,19.39069575957184,,4.93,9.98,15.29
601375,中原证券,证券,河南,67.83,0.091,3.1,2.65,右边股价,8.215,4.570249152292496,8.89,,1.27,
603819,神力股份,电气设备,江苏,80.27,0.214,3.73,6.15,右边股价,22.939500000000002,4.646816992649807,9.13,1.49,2.93,3.5
601929,吉视传媒,影视音像,吉林,35.45,0.069,1.58,2.08,右边股价,3.2864000000000004,4.456981664315937,5.94,0.99,2.48,3.35
002595,豪迈科技,专用机械,山东,23.64,0.6729999999999999,4.52,4.7,右边股价,21.244,19.120135363790183,22.2,4.33,,14.84
300324,旋极信息,软件服务,北京,45.27,0.243,3.41,4.3,右边股价,14.663,7.532582284073337,17.92,1.94,,5.77
000666,经纬纺机,纺织机械,北京,13.41,1.185,2.03,10.46,右边股价,21.2338,15.137956748695002,8.52,,7.26,
300394,天孚通信,通信设备,江苏,45.76,0.453,6.58,4.21,右边股价,27.7018,14.37937062937063,17.04,4.11,,11.0
600479,千金药业,中成药,湖南,39.24,0.28,2.88,5.09,右边股价,14.659199999999998,7.339449541284403,8.81,1.58,2.58,
002799,环球印务,广告包装,陕西,201.25,0.103,8.11,3.41,右边股价,27.6551,4.029813664596273,,1.17,,2.99
300385,雪浪环境,环境保护,江苏,62.36,0.371,4.6,6.71,右边股价,30.865999999999996,7.376523412443873,12.05,1.77,4.62,5.65
600909,华安证券,证券,安徽,43.79,0.166,2.88,3.38,右边股价,9.734399999999999,6.576844028316968,8.49,,3.38,4.99
603725,天安新材,塑料,广东,78.41,0.31,4.66,5.2,右边股价,24.232000000000003,5.9431195000637675,19.0,,6.2,
002306,*ST云网,酒店餐饮,北京,0.0,-0.015,-267.83,-0.02,右边股价,5.356599999999999,,nan,nan,nan,
000883,湖北能源,火力发电,湖北,11.62,0.313,1.24,3.9,右边股价,4.836,10.671256454388985,,1.84,,
300343,联创互联,互联网,山东,31.22,0.387,2.27,7.11,右边股价,16.1397,7.270980140935298,5.93,,,5.3
600221,海航控股,空运,海南,14.72,0.16399999999999998,1.02,3.17,右边股价,3.2334,6.929347826086956,,1.43,,
600182,S佳通,汽车配件,黑龙江,161.82,0.119,10.4,2.48,右边股价,25.792,6.4268940798418,14.92,2.9,1.9,4.48
603311,金海环境,专用机械,浙江,35.24,0.376,5.28,3.35,右边股价,17.688000000000002,14.982973893303065,11.39,3.38,7.36,11.28
300294,博雅生物,生物制药,江西,45.41,0.557,5.91,5.71,右边股价,33.7461,13.014754459370184,13.74,3.17,7.28,
600789,鲁抗医药,化学制药,山东,80.19,0.075,2.47,3.25,右边股价,8.0275,3.0801845616660435,1.59,0.71,1.71,
600105,永鼎股份,通信设备,江苏,33.95,0.177,2.82,2.84,右边股价,8.008799999999999,8.306332842415316,10.48,,5.09,
600996,贵广网络,影视音像,贵州,25.37,0.331,2.84,3.94,右边股价,11.189599999999999,11.194324004729996,23.82,,7.85,8.54
000767,漳泽电力,火力发电,山西,0.0,-0.317,1.26,2.55,右边股价,3.2129999999999996,,1.41,-2.72,-7.06,-11.73
002099,海翔药业,化学制药,浙江,27.2,0.17600000000000002,2.03,3.14,右边股价,6.374199999999999,7.463235294117646,,2.41,4.97,5.81
600704,物产中大,商贸代理,浙江,17.41,0.3,1.69,4.72,右边股价,7.976799999999999,9.707064905226881,,2.03,4.93,7.89
601789,宁波建工,建筑施工,浙江,24.78,0.145,1.85,2.58,右边股价,4.773000000000001,7.465698143664245,8.15,,3.98,5.62
603656,泰禾光电,专用机械,安徽,51.51,0.63,5.28,7.55,右边股价,39.864000000000004,10.250436808386722,nan,3.18,,9.42
000667,美好置业,全国地产,云南,16.32,0.146,1.2,2.65,右边股价,3.1799999999999997,7.352941176470588,10.79,1.29,4.54,5.62
300568,星源材质,化工原料,深圳,57.07,0.478,5.57,6.53,右边股价,36.3721,9.759943928508848,24.75,2.77,5.7,7.43
002186,全 聚 德,酒店餐饮,北京,35.45,0.433,4.19,4.89,右边股价,20.4891,11.819464033850494,,2.42,5.21,9.07
600825,新华传媒,出版业,上海,144.49,0.033,2.52,2.5,右边股价,6.3,1.7440653332410547,,0.28,,1.31
000523,广州浪奇,日用化工,广东,164.15,0.043,2.76,3.42,右边股价,9.4392,1.6813889734998477,,0.42,0.96,
002307,北新路桥,建筑施工,新疆,169.32,0.056,3.78,3.32,右边股价,12.549599999999998,2.2324592487597448,2.47,,0.97,1.76
002087,新野纺织,纺织,河南,16.18,0.29100000000000004,1.61,3.88,右边股价,6.2468,9.950556242274413,8.34,0.77,4.54,
600820,隧道股份,建筑施工,上海,19.12,0.369,1.6,5.89,右边股价,9.424,8.368200836820083,9.59,,4.26,6.36
300032,金龙机电,元器件,浙江,27.57,0.383,2.37,5.94,右边股价,14.077800000000002,8.596300326441785,4.25,0.35,4.8,6.38
600386,北巴传媒,公共交通,北京,46.3,0.1,2.77,2.23,右边股价,6.1771,5.982721382289418,6.68,1.06,2.54,4.5
600892,大晟文化,影视音像,深圳,48.44,0.168,3.43,3.15,右边股价,10.8045,7.08092485549133,,0.46,2.06,5.46
300468,四方精创,软件服务,深圳,63.18,0.512,4.99,8.65,右边股价,43.163500000000006,7.89806900918012,9.37,,3.25,6.15
000729,燕京啤酒,啤酒,北京,21.33,0.217,1.31,4.72,右边股价,6.1832,6.141584622597281,,0.42,3.77,4.68
600496,精工钢构,钢加工,安徽,83.23,0.042,1.83,2.52,右边股价,4.6116,2.1987264207617443,3.0,,,1.66
600686,金龙汽车,汽车整车,福建,30.3,0.35,2.45,6.24,右边股价,15.288000000000002,8.085808580858087,-20.48,-1.5,,6.63
002118,紫鑫药业,中成药,吉林,46.18,0.124,2.51,3.05,右边股价,7.655499999999999,5.435253356431355,,0.94,2.9,
600767,*ST运盛,医疗保健,上海,463.9,0.012,11.43,0.67,右边股价,7.6581,2.46389308040526,-22.0,-4.66,-15.2,
600355,精伦电子,元器件,湖北,0.0,-0.023,11.28,0.81,右边股价,9.136800000000001,,2.79,,-2.18,-2.77
000776,广发证券,证券,广东,16.41,0.835,1.67,10.97,右边股价,18.3199,10.176721511273614,,,5.34,
600391,航发科技,航空,四川,266.13,0.069,4.56,5.34,右边股价,24.350399999999997,1.7134483147334008,2.48,,,1.3
600113,浙江东日,区域地产,浙江,38.55,0.237,6.03,2.02,右边股价,12.1806,15.642023346303503,19.03,,,12.43
600863,内蒙华电,火力发电,内蒙,27.29,0.084,1.65,1.84,右边股价,3.036,6.0461707585196045,,-1.63,2.43,4.62
603558,健盛集团,纺织,浙江,43.19,0.28,2.36,6.44,右边股价,15.1984,5.464227830516323,6.68,1.79,3.48,5.44
000692,惠天热电,供气供热,辽宁,0.0,-0.21600000000000005,2.53,2.39,右边股价,6.0466999999999995,,3.75,,0.27,-8.57
600708,光明地产,全国地产,上海,16.25,0.35,1.41,5.38,右边股价,7.585799999999999,8.676923076923076,12.06,0.49,,6.64
300387,富邦股份,化工原料,湖北,27.94,0.488,2.96,6.13,右边股价,18.1448,10.594130279169649,,2.2,5.94,8.18
603380,易德龙,元器件,江苏,45.15,0.51,6.16,4.17,右边股价,25.6872,13.64341085271318,42.53,,,18.23
002086,东方海洋,渔业,山东,55.63,0.162,2.78,4.32,右边股价,12.0096,4.997303613158367,2.71,0.07,,3.82
002735,王子新材,塑料,深圳,73.33,0.38,5.14,6.99,右边股价,35.928599999999996,7.009409518614483,7.85,,3.87,6.18
300404,博济医药,医疗保健,广东,0.0,-0.018000000000000002,6.79,3.29,右边股价,22.339100000000002,,0.48,,0.11,-0.56
000411,英特集团,医药商业,浙江,53.55,0.29100000000000004,5.27,3.94,右边股价,20.7638,9.841269841269842,12.12,,,
601369,陕鼓动力,机械基件,陕西,36.09,0.154,2.0,3.71,右边股价,7.42,5.541701302299805,3.94,,2.16,4.2
300018,中元股份,电气设备,湖北,55.96,0.099,2.49,2.98,右边股价,7.4202,4.449606862044318,7.75,0.74,,3.38
300407,凯发电气,电气设备,天津,50.75,0.219,4.18,3.54,右边股价,14.797199999999998,8.236453201970443,14.4,,,6.41
002679,福建金森,林业,福建,0.0,-0.043,4.26,5.2,右边股价,22.152,,3.5,,-3.0,0.79
000554,泰山石油,石油贸易,山东,1922.91,0.003,4.64,1.91,右边股价,8.8624,0.2413009449220192,0.47,,,
300457,赢合科技,专用机械,深圳,56.11,0.453,8.97,3.78,右边股价,33.9066,15.986455177330246,21.72,,11.91,13.83
600436,片仔癀,中成药,福建,45.44,1.118,10.12,6.69,右边股价,67.7028,22.27112676056338,16.2,6.28,11.68,17.79
300329,海伦钢琴,文教休闲,浙江,62.69,0.123,3.14,3.28,右边股价,10.299199999999999,5.008773329079598,4.23,1.24,,
002678,珠江钢琴,文教休闲,广东,71.97,0.13,3.92,3.0,右边股价,11.76,5.446713908573017,,2.61,4.46,5.86
603618,杭电股份,电气设备,浙江,48.1,0.13699999999999998,3.06,2.88,右边股价,8.8128,6.361746361746362,7.73,1.29,,
603979,金诚信,建筑施工,北京,30.91,0.285,1.81,6.5,右边股价,11.765,5.8557101261727595,4.74,,2.99,
600690,青岛海尔,家用电器,山东,15.35,0.932,3.85,4.95,右边股价,19.0575,25.081433224755703,20.41,,,
603901,永创智能,专用机械,浙江,53.79,0.14300000000000002,4.39,2.34,右边股价,10.272599999999999,8.16136828406767,,,4.28,6.24
000559,万向钱潮,汽车配件,浙江,38.89,0.226,6.76,1.73,右边股价,11.694799999999999,17.3823605039856,19.52,5.23,,13.8
002757,南兴装备,家居用品,广东,39.72,0.6890000000000001,4.76,7.67,右边股价,36.5092,11.983887210473313,,2.21,6.69,9.33
603100,川仪股份,电器仪表,重庆,31.21,0.28,2.37,4.93,右边股价,11.684099999999999,7.593719961550785,7.02,1.25,3.7,5.77
002010,传化智联,染料涂料,浙江,164.04,0.073,4.68,3.42,右边股价,16.005599999999998,2.852962692026335,5.29,0.55,1.68,
002584,西陇科学,化工原料,广东,111.03,0.108,5.57,2.87,右边股价,15.9859,5.016662163379267,5.52,0.39,2.09,3.62
002773,康弘药业,中成药,四川,81.14,0.616,13.56,4.92,右边股价,66.7152,16.71185605126941,18.41,,7.8,13.54
600873,梅花生物,食品,西藏,19.38,0.224,2.04,2.84,右边股价,5.7936,10.526315789473685,11.98,3.7,6.69,7.53
600234,ST山水,文教休闲,山西,0.0,-0.051,37.13,0.43,右边股价,15.965900000000001,,26.45,-5.98,-12.59,-11.34
300609,汇纳科技,互联网,上海,101.97,0.33,10.01,4.44,右边股价,44.4444,9.81661272923409,,-0.76,2.95,
300428,四通新材,铝,河北,51.24,0.292,7.1,2.81,右边股价,19.951,13.856362217017955,11.38,2.87,5.63,
002499,科林环保,环境保护,江苏,70.88,0.241,5.76,3.95,右边股价,22.752,8.126410835214447,2.77,,,6.28
002546,新联电子,电气设备,江苏,46.8,0.091,1.69,3.36,右边股价,5.6784,3.611111111111111,3.98,0.67,1.79,2.74
300293,蓝英装备,专用机械,辽宁,122.05,0.078,4.98,2.56,右边股价,12.748800000000001,4.080294961081525,2.32,,1.65,3.18
601588,北辰实业,区域地产,北京,17.14,0.248,1.55,3.65,右边股价,5.6575,9.043173862310384,5.25,2.53,5.22,6.97
603886,元祖股份,食品,上海,22.02,0.82,4.78,5.04,右边股价,24.0912,21.707538601271573,26.8,-2.32,0.32,
601616,广电电气,电气设备,上海,213.96,0.015,1.69,2.52,右边股价,4.2588,0.7898672649093288,-4.51,0.06,0.4,
300146,汤臣倍健,食品,广东,19.44,0.546,4.08,3.47,右边股价,14.1576,20.98765432098765,11.76,,12.67,
000739,普洛药业,化学制药,浙江,37.29,0.142,2.99,2.37,右边股价,7.0863000000000005,8.01823545186377,10.45,,,6.14
002196,方正电机,纺织机械,浙江,44.28,0.192,2.1,5.4,右边股价,11.340000000000002,4.742547425474255,5.17,,2.4,3.62
002367,康力电梯,运输设备,江苏,21.5,0.344,2.13,4.62,右边股价,9.8406,9.906976744186046,15.1,3.43,,7.57
603818,曲美家居,家居用品,北京,29.39,0.36,4.49,3.14,右边股价,14.098600000000001,15.27730520585233,14.24,1.79,7.4,
000055,方大集团,其他建材,深圳,17.3,0.305,3.39,2.07,右边股价,7.0173,19.595375722543352,38.83,,9.37,14.91
603701,德宏股份,汽车配件,浙江,33.91,0.4970000000000001,4.71,4.76,右边股价,22.4196,13.889708050722502,15.02,,7.2,10.49
600039,四川路桥,建筑施工,四川,26.22,0.14,1.24,3.39,右边股价,4.2036,4.729214340198322,11.24,0.96,3.82,3.23
300039,上海凯宝,中成药,上海,21.21,0.247,3.17,2.2,右边股价,6.974,14.945780292314945,13.48,4.04,8.47,11.43
300487,蓝晓科技,化工原料,陕西,38.55,0.38,4.96,3.93,右边股价,19.4928,12.866407263294423,8.78,,,10.19
002762,金发拉比,服饰,广东,53.7,0.272,4.28,4.55,右边股价,19.474,7.970204841713221,,,3.42,5.98
600008,首创股份,环境保护,北京,47.42,0.08800000000000001,2.45,2.26,右边股价,5.537,5.166596372838465,6.76,1.16,2.62,4.15
000726,鲁 泰Ａ,纺织,山东,12.97,0.64,1.45,7.63,右边股价,11.0635,11.17964533538936,11.71,2.25,,8.41
603268,松发股份,陶瓷,广东,60.56,0.359,4.43,6.55,右边股价,29.016499999999997,7.315059445178335,7.1,1.2,,5.52
600605,汇通能源,商贸代理,上海,117.92,0.096,3.82,3.96,右边股价,15.127199999999998,3.239484396200814,4.38,0.92,,2.44
002322,理工环科,环境保护,浙江,36.78,0.421,2.72,7.59,右边股价,20.6448,7.395323545405112,5.21,1.52,3.45,5.58
600785,新华百货,百货,宁夏,30.16,0.5429999999999999,2.46,8.87,右边股价,21.820199999999996,8.156498673740053,3.34,3.68,5.51,6.18
600086,东方金钰,服饰,湖北,43.86,0.18600000000000005,4.54,2.39,右边股价,10.8506,10.351117191062471,8.71,4.33,6.43,8.01
600063,皖维高新,化纤,安徽,53.05,0.058,1.54,2.64,右边股价,4.0656,2.9029217719132894,,,1.78,2.6
300086,康芝药业,化学制药,海南,99.96,0.092,2.98,4.09,右边股价,12.1882,2.9811924769907967,2.57,0.83,1.75,2.26
600238,海南椰岛,红黄药酒,海南,929.18,0.008,4.9,1.94,右边股价,9.506,0.5273466927828839,,-2.4,-0.82,0.4
600061,国投安信,证券,上海,24.49,0.52,1.97,7.57,右边股价,14.9129,8.044099632503062,9.42,,4.78,7.18
002545,东方铁塔,钢加工,山东,68.99,0.103,1.79,5.28,右边股价,9.4512,2.594578924481809,4.08,0.31,1.07,1.96
600707,彩虹股份,元器件,陕西,0.0,-0.07,4.78,1.69,右边股价,8.0782,,-19.1,-3.69,,
601339,百隆东方,纺织,浙江,15.66,0.258,1.12,4.8,右边股价,5.376,7.15197956577267,8.62,1.54,4.17,5.33
300315,掌趣科技,互联网,北京,35.26,0.14300000000000002,2.13,3.15,右边股价,6.709499999999999,6.040839478162224,6.35,,3.13,4.61
603090,宏盛股份,专用机械,江苏,87.07,0.22,5.58,4.58,右边股价,25.5564,6.408636729068566,12.72,,3.53,4.86
603993,洛阳钼业,小金属,河南,67.74,0.09,3.89,1.73,右边股价,6.7297,5.742545025095955,5.52,3.14,4.43,
601688,华泰证券,证券,江苏,22.96,0.657,1.68,12.0,右边股价,20.16,7.317073170731707,7.73,1.56,3.5,
600011,华能国际,火力发电,北京,26.66,0.188,1.34,5.0,右边股价,6.7,5.026256564141035,10.91,,1.08,3.93
300179,四方达,矿物制品,河南,36.87,0.136,3.95,1.69,右边股价,6.6755,10.713317059940332,3.98,,5.35,8.36
002354,天神娱乐,互联网,辽宁,17.85,0.85,2.18,9.2,右边股价,20.056,12.212885154061626,10.24,,,12.17
601099,太平洋,证券,云南,235.09,0.013,2.33,1.72,右边股价,4.0076,0.9911097877408652,5.87,,-1.05,
002060,粤 水 电,建筑施工,广东,51.14,0.059,1.73,2.31,右边股价,3.9963,3.382870551427454,5.05,0.77,1.87,2.56
603679,华体科技,电气设备,四川,69.86,0.36,5.66,4.94,右边股价,27.960400000000003,8.101918121958203,19.79,,5.89,8.73
600970,中材国际,建筑施工,江苏,17.09,0.409,2.18,4.27,右边股价,9.3086,12.755997659449973,7.73,,6.31,
600714,金瑞矿业,煤炭开采,青海,255.24,0.031,5.13,2.08,右边股价,10.6704,2.009873060648801,10.3,1.72,1.58,
000921,海信科龙,家用电器,广东,9.42,1.269,3.51,4.54,右边股价,15.9354,37.261146496815286,24.23,5.13,13.09,31.17
600327,大东方,百货,江苏,16.09,0.371,1.56,5.12,右边股价,7.9872000000000005,9.695463020509633,8.22,,,7.1
300341,麦迪电气,电气设备,福建,34.74,0.171,3.85,2.06,右边股价,7.931,11.082325849165226,,,5.4,8.12
000690,宝新能源,火力发电,广东,40.38,0.147,2.03,3.9,右边股价,7.916999999999999,5.027241208519068,9.42,,3.2,3.81
002699,美盛文化,服饰,浙江,41.66,0.332,4.64,3.97,右边股价,18.4208,11.13778204512722,11.07,,2.72,8.52
000958,东方能源,火力发电,河北,96.91,0.051,2.74,2.39,右边股价,6.5486,2.82736559694562,11.46,2.45,1.79,2.09
000848,承德露露,软饮料,河北,24.06,0.326,5.38,1.95,右边股价,10.491,22.36076475477972,24.83,11.1,11.24,
002370,亚太药业,化学制药,浙江,38.41,0.281,3.34,4.3,右边股价,14.361999999999998,8.695652173913045,,2.12,,6.7
000538,云南白药,中成药,云南,30.15,2.501,5.98,16.8,右边股价,100.46400000000001,19.834162520729684,20.03,,9.48,15.47
000419,通程控股,百货,湖南,28.18,0.174,1.8,3.63,右边股价,6.534,6.387508871540099,5.4,,4.04,
600488,天药股份,化学制药,天津,45.76,0.09,2.12,2.46,右边股价,5.2152,4.632867132867133,2.61,,,2.99
002341,新纶科技,化工原料,深圳,84.6,0.243,4.21,6.51,右边股价,27.4071,4.976359338061466,2.14,0.7,2.25,3.7
002155,湖南黄金,黄金,湖南,32.88,0.208,2.43,3.76,右边股价,9.136800000000001,7.39051094890511,,,3.7,
600170,上海建工,建筑施工,上海,13.72,0.213,1.31,2.99,右边股价,3.9169000000000005,9.54810495626822,9.85,2.21,5.76,
002695,煌上煌,食品,江西,59.51,0.244,5.68,3.41,右边股价,19.3688,9.544614350529324,5.66,2.2,4.93,7.42
300185,通裕重工,工程机械,山东,44.93,0.043,1.69,1.53,右边股价,2.5857,3.761406632539506,,0.33,1.97,
000886,海南高速,路桥,海南,51.85,0.112,2.84,2.73,右边股价,7.7532,5.477338476374156,2.49,2.12,3.47,4.19
