code,name,industry,area,市盈率(pe),每股收益(eps),市净率(pb),每股净资产(bvps),股价(pb*bvps),净资产收益(roe),20163,20164,20171,20172
36,华联控股,全国地产,深圳,6.01,0.921,3.09,3.58,11.0622,51.41430948,20.88,49.66,20.18,26.93
43,中航地产,全国地产,深圳,0,-0.211,1.81,5.84,10.5704,,-0.67,4.02,,-3.61
615,京汉股份,全国地产,湖北,0,-0.037,6.49,2.1,13.629,,,6.47,-1.25,
736,中房地产,全国地产,重庆,0,-0.236,3.89,4.65,18.0885,,3.12,,-1.69,-4.94
918,嘉凯城,全国地产,浙江,0,-0.397,6.57,1.07,7.0299,,-92.59,,-12.5,-26.35
300192,科斯伍德,染料涂料,江苏,193.79,0.039,5.16,2.95,15.222,2.662676093,4.18,,1.22,1.34
2319,乐通股份,染料涂料,广东,224.54,0.036,6.67,2.45,16.3415,2.970517502,0.88,0.16,,1.5
2010,传化智联,染料涂料,浙江,126.93,0.058,4.33,3.41,14.7653,3.411329079,5.2,5.29,0.55,1.68
300665,飞鹿股份,染料涂料,湖南,130.51,0.16,5.7,5.59,31.863,4.367481419,,15.84,nan,
300537,广信材料,染料涂料,江苏,80.02,0.15,3.57,5.54,19.7778,4.461384654,10.46,,1.75,
300236,上海新阳,染料涂料,上海,94.18,0.179,5.19,6.49,33.6831,5.510724145,3.78,4.74,1.44,2.75
2256,兆新股份,染料涂料,深圳,65.42,0.034,3.78,1.16,4.3848,5.778049526,6.95,7.57,,
300225,金力泰,染料涂料,上海,140.99,0.055,8.42,1.85,15.577,5.972054756,,8.29,1.23,
300398,飞凯材料,染料涂料,上海,168.56,0.067,10.28,2.18,22.4104,6.098718557,,8.99,1.87,3.08
300063,天龙集团,染料涂料,广东,35.18,0.103,2.31,3.13,7.2303,6.566230813,5.83,,1.43,3.32
565,渝三峡Ａ,染料涂料,重庆,51.22,0.092,4.1,2.31,9.471,8.00468567,6.7,25.18,1.72,4.02
603737,三棵树,染料涂料,福建,82.73,0.404,6.84,9.77,66.8268,8.267859301,7.23,16.7,-1.32,
300576,容大感光,染料涂料,深圳,73.32,0.156,7.04,3.24,22.8096,9.601745772,12.22,14.8,,
603823,百合花,染料涂料,浙江,40.55,0.259,3.95,5.31,20.9745,9.741060419,,20.92,2.27,4.9
300522,世名科技,染料涂料,江苏,64.85,0.242,6.68,4.7,31.396,10.30069391,15.71,16.72,,5.1
603980,吉华集团,染料涂料,浙江,30.15,0.51,3.25,7.55,24.5375,10.77943615,,19.11,4.9,9.51
603826,坤彩科技,染料涂料,福建,57.81,0.21,6.46,3.09,19.9614,11.17453728,,23.85,,8.75
300067,安诺其,染料涂料,上海,39.08,0.094,4.44,1.66,7.3704,11.36131013,6.8,8.27,,5.85
2440,闰土股份,染料涂料,浙江,17.7,0.524,2.2,8.42,18.524,12.42937853,7.14,10.76,2.5,6.28
600352,浙江龙盛,染料涂料,浙江,16.46,0.311,2.09,4.91,10.2619,12.69744836,,13.76,3.15,6.28
603188,亚邦股份,染料涂料,江苏,17.01,0.551,3.09,6.06,18.7254,18.16578483,15.55,19.99,5.03,8.77
603378,亚士创能,染料涂料,上海,0,0,0,0,0,,,,,
603110,东方材料,染料涂料,浙江,0,0,0,0,0,,,,,
523,广州浪奇,日用化工,广东,148.11,0.033,2.83,3.42,9.6786,1.910742016,1.43,,0.42,0.96
2637,赞宇科技,日用化工,浙江,58.47,0.11,2.5,4.93,12.325,4.275696939,5.52,9.8,0.91,2.12
603630,拉芳家化,日用化工,广东,58.27,0.35,3.81,9.27,35.3187,6.538527544,,19.53,3.97,4.27
600315,上海家化,日用化工,上海,50.09,0.321,3.99,8.06,32.1594,7.965661809,8.22,3.88,,4.02
2094,青岛金王,日用化工,山东,13.72,0.81,3.33,6.45,21.4785,24.27113703,,14.41,,16.03
600249,两面针,日用化工,广西,0,-0.107,2.35,3.52,8.272,,-4.48,1.31,-1.36,-3.01
737,南风化工,日用化工,山西,0,-0.292,378.54,0.02,7.5708,,-85.2,13.2,-26.6,-178
600429,三元股份,乳制品,北京,147.67,0.023,2.14,3.19,6.8266,1.449177219,3.01,1.93,0.04,0.73
2719,麦趣尔,乳制品,新疆,153.05,0.104,3.01,10.6,31.906,1.966677556,,2.49,0.09,
2329,皇氏集团,乳制品,广西,42.74,0.106,2.74,3.32,9.0968,6.410856341,5,,0.61,3.21
2770,科迪乳业,乳制品,河南,52.18,0.053,3.82,1.46,5.5772,7.320812572,,7.91,,3.7
2732,燕塘乳业,乳制品,广东,40.12,0.383,5.43,5.65,30.6795,13.53439681,11.09,13.06,1.4,6.85
600597,光明乳业,乳制品,上海,21.59,0.298,3.02,4.25,12.835,13.98795739,,,3.66,
600419,天润乳业,乳制品,新疆,46.33,0.578,6.95,7.7,53.515,15.00107921,10.71,11.2,3.15,
600887,伊利股份,乳制品,内蒙,22.88,0.553,6.76,3.74,25.2824,29.54545455,20.91,26.58,7.24,14.3
2570,贝因美,乳制品,浙江,0,-0.36,4.05,2.46,9.963,,-11.82,,0.38,
600882,广泽股份,乳制品,上海,0,-0.03,3.31,2.82,9.3342,,3.15,1.68,0.39,-1.06
300682,朗新科技,软件服务,江苏,5775.08,0.002,12.79,2,25.58,0.221468794,,15.4,0,
603918,金桥信息,软件服务,上海,2013.89,0.006,8.49,2.67,22.6683,0.421572181,0.91,,-0.78,0.2
2184,海得控制,软件服务,上海,684.69,0.011,3.43,4.5,15.435,0.500956637,1.26,1.37,-1.58,0.25
300002,神州泰岳,软件服务,北京,490.33,0.008,2.96,2.58,7.6368,0.603675076,,,0.37,
300465,高伟达,软件服务,北京,539.39,0.01,4.56,2.34,10.6704,0.845399433,,3.06,,0.43
300379,东方通,软件服务,北京,308.96,0.027,2.62,6.36,16.6632,0.848006214,,8.53,0.17,0.42
2280,联络互动,软件服务,浙江,321.51,0.014,3.26,2.85,9.291,1.013965351,4.78,6.31,1.14,0.51
300047,天源迪科,软件服务,深圳,223.84,0.031,2.54,5.52,14.0208,1.134739099,1.66,7.17,0.06,0.57
2232,启明信息,软件服务,吉林,401.15,0.015,4.76,2.49,11.8524,1.186588558,,4.43,0.12,0.57
300010,立思辰,软件服务,北京,157.99,0.04,2.07,6.1,12.627,1.310209507,1.65,7.12,,0.65
600476,湘邮科技,软件服务,湖南,1342.05,0.009,18.48,1.24,22.9152,1.376997876,,,,0.69
600756,浪潮软件,软件服务,山东,230.32,0.044,3.23,6.27,20.2521,1.402396666,2.37,6.32,,
600289,亿阳信通,软件服务,黑龙江,148.85,0.04,2.35,5.09,11.9615,1.578770574,,5.51,0.23,0.78
300352,北信源,软件服务,北京,217.23,0.012,3.61,1.48,5.3428,1.66183308,2.64,8.25,0.04,0.82
2368,太极股份,软件服务,北京,298.2,0.047,4.99,5.63,28.0937,1.673373575,3.01,,,0.81
300520,科大国创,软件服务,安徽,789.93,0.022,13.84,2.51,34.7384,1.752053979,4.21,15.11,-1.43,
300209,天泽信息,软件服务,江苏,180,0.066,3.51,6.81,23.9031,1.95,4.18,6.33,0.29,
603636,南威软件,软件服务,福建,290.66,0.021,5.68,2.17,12.3256,1.954173261,,5.86,,0.96
300448,浩云科技,软件服务,广东,377.72,0.04,7.55,3.32,25.066,1.998835116,2.35,13.97,,1.08
300085,银之杰,软件服务,深圳,585.33,0.014,11.81,1.42,16.7702,2.017665249,,8.66,,
300552,万集科技,软件服务,北京,249.33,0.069,5.04,6.79,34.2216,2.021417399,13.21,,,
300229,拓尔思,软件服务,北京,215.56,0.036,4.39,3.5,15.365,2.036555947,2.79,8.74,-0.3,1.02
300525,博思软件,软件服务,福建,382.76,0.068,8.25,6.27,51.7275,2.155397638,4.61,,-1.41,1.15
2253,川大智胜,软件服务,四川,211.08,0.061,4.55,5.63,25.6165,2.155580822,1.62,3.04,,1.06
603859,能科股份,软件服务,北京,265.34,0.06,5.75,5.56,31.97,2.167030979,2.07,8.91,-1.42,1.05
600728,佳都科技,软件服务,广东,255.98,0.021,5.55,1.89,10.4895,2.168138136,0.04,4.36,0.45,1.13
851,高鸿股份,软件服务,贵州,92.26,0.07,2.39,4.91,11.7349,2.590505094,,2.9,-0.14,1.33
2230,科大讯飞,软件服务,安徽,343.47,0.077,9.02,5.89,53.1278,2.62613911,4.31,7.5,1.03,1.44
300542,新晨科技,软件服务,北京,204.25,0.083,5.42,6.26,33.9292,2.653610771,2.18,8.04,-0.52,
2073,软控股份,软件服务,山东,71.44,0.066,1.93,4.89,9.4377,2.701567749,-0.85,,,1.35
600446,金证股份,软件服务,深圳,396.62,0.024,10.9,1.77,19.293,2.74822248,7.41,17.13,-1.53,1.38
2474,榕基软件,软件服务,福建,165.01,0.033,4.85,2.27,11.0095,2.939215805,1.48,,0.77,1.47
603189,网达软件,软件服务,上海,190.65,0.054,5.84,3.53,20.6152,3.063204826,5.37,15.49,-0.43,1.5
2544,杰赛科技,软件服务,广东,291.62,0.04,9.04,2.57,23.2328,3.099924559,2.09,8.31,1.04,1.54
600718,东软集团,软件服务,辽宁,88.66,0.098,2.76,6.31,17.4156,3.113016016,28.86,26.76,,
300036,超图软件,软件服务,北京,148.68,0.058,4.78,3.6,17.208,3.2149583,3.58,11.04,,1.6
300386,飞天诚信,软件服务,北京,148.05,0.061,4.89,3.72,18.1908,3.302938197,3.46,,0.69,
300302,同有科技,软件服务,北京,285.5,0.028,9.54,1.69,16.1226,3.34150613,,,,
300168,万达信息,软件服务,上海,195.25,0.037,6.53,2.22,14.4966,3.344430218,4.11,11.3,0.19,
300188,美亚柏科,软件服务,福建,138.25,0.066,4.75,3.82,18.145,3.435804702,2.72,10.39,,1.72
300659,中孚信息,软件服务,山东,260.63,0.1,9.1,4.46,40.586,3.491539731,,35.19,nan,3.44
300451,创业软件,软件服务,浙江,108.22,0.14,3.78,7.69,29.0682,3.492884864,3.29,9.74,1.33,1.83
603232,格尔软件,软件服务,上海,179.29,0.18,6.28,8.41,52.8148,3.502705115,,20.63,,2.43
300556,丝路视觉,软件服务,深圳,259.02,0.062,9.15,3.53,32.2995,3.532545749,4.33,9.71,-5.83,1.72
300513,恒泰实达,软件服务,北京,219.69,0.08,7.86,4.45,34.977,3.577768674,0.94,,0.02,
300248,新开普,软件服务,河南,126.49,0.068,4.64,3.71,17.2144,3.668274172,3.64,,0.23,
2405,四维图新,软件服务,北京,135.31,0.1,5,5.12,25.6,3.695218387,,,1.78,2.59
300339,润和软件,软件服务,江苏,66.02,0.091,2.45,4.92,12.054,3.710996668,,9.13,,
2298,中电鑫龙,软件服务,安徽,48.48,0.116,1.86,6.02,11.1972,3.836633663,3.4,,0.54,1.94
300348,长亮科技,软件服务,深圳,170.83,0.063,6.57,3.28,21.5496,3.845928701,8.01,13.42,0.1,2.01
555,神州信息,软件服务,深圳,87.68,0.095,3.44,4.86,16.7184,3.923357664,3.74,7.23,,1.98
300377,赢时胜,软件服务,深圳,103.45,0.067,4.09,3.42,13.9878,3.953600773,1.7,6,0.58,1.93
300300,汉鼎宇佑,软件服务,浙江,91.21,0.1,3.76,4.84,18.1984,4.122355005,2.93,2.22,0.84,2.08
300419,浩丰科技,软件服务,北京,71.67,0.084,2.99,4,11.96,4.171898981,3.16,4.47,1.08,2.09
300366,创意信息,软件服务,四川,62.05,0.115,2.63,5.41,14.2283,4.238517325,2.15,7.57,1,2.13
2279,久其软件,软件服务,北京,89.82,0.071,3.83,3.34,12.7922,4.264083723,3.82,10.6,0.27,2.29
300479,神思电子,软件服务,山东,288.93,0.055,12.56,2.51,31.5256,4.347073686,,5.1,,2.15
300290,荣科科技,软件服务,辽宁,115.76,0.05,5.31,2.2,11.682,4.58707671,2.13,3.75,,1.96
2331,皖通科技,软件服务,安徽,81.84,0.092,4.03,3.73,15.0319,4.924242424,4.48,6.1,0.91,2.48
300592,华凯创意,软件服务,湖南,123.21,0.093,6.15,3.74,23.001,4.991477964,9.22,12.82,-0.01,2.58
300541,先进数通,软件服务,北京,105.18,0.151,5.33,5.97,31.8201,5.067503328,6.66,13.19,,2.53
300166,东方国信,软件服务,北京,73.79,0.099,3.8,3.84,14.592,5.149749289,,10.27,1.23,2.59
300550,和仁科技,软件服务,浙江,141.29,0.156,7.3,6.06,44.238,5.166678463,15.17,,0.23,2.57
300678,中科信息,软件服务,四川,337.97,0.16,18.43,4.49,82.7507,5.453146729,,12.2,-0.33,3.6
2609,捷顺科技,软件服务,深圳,91.31,0.09,5.01,3.1,15.531,5.486803198,10.63,,0.42,2.68
300287,飞利信,软件服务,北京,41.34,0.108,2.27,3.92,8.8984,5.491049831,,,,
300020,银江股份,软件服务,浙江,48.96,0.129,2.69,4.69,12.6161,5.494281046,,5.43,1.12,2.75
300378,鼎捷软件,软件服务,上海,66.17,0.127,3.7,4.55,16.835,5.591657851,2.63,,-0.78,2.81
300598,诚迈科技,软件服务,江苏,131.85,0.16,7.5,5.27,39.525,5.688282139,13.38,19.89,0.74,4.27
300050,世纪鼎利,软件服务,广东,43.52,0.15,2.57,4.39,11.2823,5.905330882,,5.71,1.45,3.34
603383,顶点软件,软件服务,福建,78.09,0.39,4.67,10.22,47.7274,5.980279165,,16.14,,4.82
300044,赛为智能,软件服务,深圳,80.5,0.15,4.9,4.1,20.09,6.086956522,4.44,12.79,1.98,5.78
603508,思维列控,软件服务,河南,53.41,0.475,3.26,15.55,50.693,6.103725894,4.59,7.9,1.69,3.06
300532,今天国际,软件服务,深圳,107.74,0.141,6.64,4.57,30.3448,6.162984964,,10.98,,2.92
300212,易华录,软件服务,北京,67.48,0.215,4.16,6.99,29.0784,6.164789567,,,1.05,
300350,华鹏飞,软件服务,深圳,54.66,0.11,3.37,3.55,11.9635,6.165386023,3.95,,,
600410,华胜天成,软件服务,北京,35.89,0.138,2.24,4.44,9.9456,6.241292839,,,,
300468,四方精创,软件服务,深圳,78.84,0.266,5,8.38,41.9,6.341958397,5.26,9.37,,3.25
300324,旋极信息,软件服务,北京,61.12,0.133,3.89,4.19,16.2991,6.364528796,13.92,17.92,1.94,
2657,中科金财,软件服务,北京,53.09,0.275,3.46,8.43,29.1678,6.517234884,4.73,6.82,1.25,3.29
938,紫光股份,软件服务,北京,38.26,0.774,2.53,23.37,59.1261,6.612650288,3.68,4.9,,3.34
711,京蓝科技,软件服务,黑龙江,47.47,0.155,3.14,4.67,14.6638,6.614704024,,1.44,,3.34
300605,恒锋信息,软件服务,福建,106.84,0.17,7.13,4.93,35.1509,6.673530513,11.58,18.31,1.03,5.8
662,天夏智慧,软件服务,广西,38.19,0.209,2.62,6.11,16.0082,6.860434669,13.08,8.48,,
300533,冰川网络,软件服务,深圳,77.39,0.505,5.32,14.69,78.1508,6.874273162,18.42,18.56,1.99,3.36
603990,麦迪科技,软件服务,江苏,110.3,0.169,7.65,4.88,37.332,6.9356301,,,-0.8,3.42
300065,海兰信,软件服务,北京,76.49,0.133,5.42,3.75,20.325,7.085893581,4.17,,1.41,3.81
300311,任子行,软件服务,广东,77.74,0.103,5.53,2.88,15.9264,7.113455107,6.1,9.32,0.85,3.57
600602,云赛智联,软件服务,上海,41.72,0.1,2.97,2.68,7.9596,7.118887824,6.65,,1.67,3.69
2153,石基信息,软件服务,北京,70.67,0.171,5.08,4.76,24.1808,7.188340173,5.58,8.09,,3.64
2421,达实智能,软件服务,深圳,64.08,0.054,4.61,1.5,6.915,7.194132335,6.45,10.31,,3.63
300253,卫宁健康,软件服务,上海,72.46,0.056,5.35,1.51,8.0785,7.383383936,26.27,,1.09,3.74
300297,蓝盾股份,软件服务,广东,46.74,0.12,3.56,3.14,11.1784,7.616602482,6.4,12.41,1.58,3.87
600571,信雅达,软件服务,浙江,68.43,0.102,5.27,2.64,13.9128,7.701300599,7.86,11.09,1.26,3.79
2063,远光软件,软件服务,广东,45.18,0.12,3.57,3.12,11.1384,7.901726428,5.5,7.57,0.33,4.06
300559,佳发安泰,软件服务,四川,67.47,0.327,5.35,8.26,44.191,7.929450126,15.35,19.45,0.3,3.95
300075,数字政通,软件服务,北京,69.23,0.16,5.6,3.66,20.496,8.088978766,,9.52,0.79,4.4
2649,博彦科技,软件服务,北京,36.22,0.146,2.94,3.6,10.584,8.117062396,6.24,6.07,1.6,4.09
600406,国电南瑞,软件服务,江苏,56.77,0.144,4.69,3.49,16.3681,8.261405672,,,0.2,3.87
2401,中远海科,软件服务,上海,62.77,0.106,5.19,2.58,13.3902,8.268281026,6.69,8.09,2.22,
300518,盛讯达,软件服务,深圳,70.98,0.478,5.88,11.55,67.914,8.284023669,10.34,,1.82,4.17
2373,千方科技,软件服务,北京,49.12,0.142,4.61,3.02,13.9222,9.385179153,7.21,,,4.72
300496,中科创达,软件服务,北京,154.77,0.144,14.54,3.06,44.4924,9.394585514,9.7,11.61,2.35,5.15
300275,梅安森,软件服务,重庆,54.05,0.154,5.08,3.27,16.6116,9.398704903,,,3.2,4.82
300588,熙菱信息,软件服务,新疆,132.91,0.15,12.64,3.15,39.816,9.510194869,10.58,,0.08,
300531,优博讯,软件服务,深圳,106.77,0.099,10.25,2.06,21.115,9.600074927,,18.01,2.66,4.82
600845,宝信软件,软件服务,上海,32.82,0.261,3.16,5.43,17.1588,9.628275442,6.41,8.36,1.98,
2771,真视通,软件服务,北京,71.2,0.184,7,3.73,26.11,9.831460674,7.64,12.24,,4.93
300183,东软载波,软件服务,山东,39.11,0.291,3.88,5.87,22.7756,9.920736385,9.98,14.62,,5.08
603528,多伦科技,软件服务,江苏,64.15,0.106,6.37,2.14,13.6318,9.92985191,,28.86,1.45,
2410,广联达,软件服务,北京,79.66,0.127,8.19,2.47,20.2293,10.28119508,8.32,,,4.78
603039,泛微网络,软件服务,上海,77.23,0.419,8.22,7.87,64.6914,10.64353231,15.07,24.86,2.85,6.81
300440,运达科技,软件服务,四川,46.59,0.147,5.08,2.69,13.6652,10.90362739,,,,4.87
300182,捷成股份,软件服务,北京,22.76,0.204,2.51,3.71,9.3121,11.02811951,,12.59,1.32,5.66
300245,天玑科技,软件服务,上海,45.3,0.159,5.09,2.82,14.3538,11.23620309,6.71,,0.82,
600797,浙大网新,软件服务,浙江,47.53,0.18,5.6,2.71,15.176,11.7820324,7.1,10.98,,7.19
300561,汇金科技,软件服务,广东,52.71,0.449,6.22,7.6,47.272,11.80041738,24.11,27.99,,6.02
300170,汉得信息,软件服务,上海,39.79,0.151,4.73,2.53,11.9669,11.8874089,8.84,12.72,2.24,6.05
603138,海量数据,软件服务,北京,98.16,0.22,12.27,3.25,39.8775,12.5,,29.37,2.8,7.5
2090,金智科技,软件服务,江苏,37.61,0.326,4.81,5.09,24.4829,12.78915182,6.82,,2.85,6.41
2195,二三四五,软件服务,上海,27.78,0.138,3.57,2.14,7.6398,12.85097192,6.06,10.22,3.09,6.65
300579,数字认证,软件服务,北京,63.98,0.409,8.49,6.17,52.3833,13.2697718,8.54,25.65,-0.41,6.58
2065,东华软件,软件服务,北京,28.32,0.195,3.82,2.89,11.0398,13.48870056,7.3,10,5.18,
300365,恒华科技,软件服务,北京,67.05,0.271,9.74,3.73,36.3302,14.52647278,,18.69,,
300271,华宇软件,软件服务,北京,36.03,0.24,5.24,2.95,15.458,14.54343603,11.1,16.37,2.09,
600850,华东电脑,软件服务,上海,29.86,0.354,4.58,4.61,21.1138,15.33824514,,,,7.7
2777,久远银海,软件服务,四川,85.82,0.218,13.27,2.83,37.5541,15.46259613,,17.62,1.49,7.36
300508,维宏股份,软件服务,上海,58.97,0.692,9.87,8.27,81.6249,16.73732406,10.87,,2.45,8.58
600570,恒生电子,软件服务,浙江,69.68,0.37,12.28,4.2,51.576,17.62342135,8.4,0.77,,9.08
300687,赛意信息,软件服务,广东,61.56,0.63,11.68,4.95,57.816,18.97335932,,36.47,5.55,11.9
300231,银信科技,软件服务,北京,35.75,0.182,7.08,1.84,13.0272,19.8041958,16.7,21.39,,9.63
300033,同花顺,软件服务,浙江,56.97,0.533,11.88,5.11,60.7068,20.85308057,32.49,49.61,,10.06
997,新 大 陆,软件服务,福建,24.19,0.456,6.94,3.18,22.0692,28.68954113,15.51,18.77,,16.11
300288,朗玛信息,软件服务,贵州,18.49,0.809,7.67,3.9,29.913,41.4818821,6.16,8.07,19.26,22.23
300277,海联讯,软件服务,深圳,0,-0.019,7.22,1.38,9.9636,,-3.93,5.5,,
2642,荣之联,软件服务,北京,0,-0.035,3.18,5.95,18.921,,1.57,6.51,0.07,
300663,科蓝软件,软件服务,北京,0,-0.31,6.12,4.62,28.2744,,,10.38,nan,
300608,思特奇,软件服务,北京,0,-0.1,5.56,6.6,36.696,,nan,16.13,-13.61,-1.6
300235,方直科技,软件服务,深圳,0,-0.012,4.8,3.43,16.464,,,,,-0.44
948,南天信息,软件服务,云南,0,-0.233,2.23,5.58,12.4434,,-3.5,1.44,-3.21,-4.06
300645,正元智慧,软件服务,浙江,0,-0.03,7.84,7.5,58.8,,,14.32,,
2439,启明星辰,软件服务,北京,0,0,7.06,2.99,21.1094,,,12.69,-0.25,-0.01
2316,键桥通讯,软件服务,深圳,0,-0.103,6.48,2.08,13.4784,,-3.13,0.3,-2.51,-4.83
601519,*ST智慧,软件服务,上海,0,-0.052,12.77,0.42,5.3634,,,,-2.11,
600288,大恒科技,软件服务,北京,0,-0.008,3.36,3.42,11.4912,,,,,
300150,世纪瑞尔,软件服务,北京,0,-0.035,2.6,2.77,7.202,,-1.22,,-1.39,-1.24
600455,博通股份,软件服务,陕西,0,-0.024,19.22,1.97,37.8634,,-3.37,-7.73,-2.25,-1.19
300469,信息发展,软件服务,上海,0,-0.154,8.09,6.45,52.1805,,0.39,7.79,-4.71,-2.32
300330,华虹计通,软件服务,上海,0,-0.047,5.71,2.22,12.6762,,,-7.21,,-2.07
300523,辰安科技,软件服务,北京,0,-0.045,9.1,5.37,48.867,,1.24,,-1.68,-0.82
600556,ST慧球,软件服务,广西,0,-0.029,51.81,0.16,8.2896,,-74.2,,-2.6,
300096,易联众,软件服务,福建,0,-0.095,9.97,1.55,15.4535,,-1.38,1.49,,-5.94
600536,中国软件,软件服务,北京,0,-0.342,5.09,3.77,19.1893,,,,,-8.57
600588,用友网络,软件服务,北京,0,-0.044,6.77,3.52,23.8304,,-6.8,3.52,-2.96,-1.14
300369,绿盟科技,软件服务,北京,0,-0.058,3.31,3.29,10.8899,,0.86,12.47,-2.85,
300380,安硕信息,软件服务,上海,0,-0.05,8.75,2.8,24.5,,1.24,,-1.97,-1.78
2268,卫 士 通,软件服务,四川,0,-0.16,4.67,4.77,22.2759,,,10.95,-7.09,-4.52
600654,*ST中安,软件服务,上海,0,-0.043,3.91,2.29,8.9539,,8.97,9.31,,-1.88
600962,国投中鲁,软饮料,北京,1178.31,0.006,4.65,3.13,14.5545,0.394632991,0.43,0.11,,0.2
600300,维维股份,软饮料,江苏,43.11,0.061,3.21,1.63,5.2323,7.446068198,3.53,2.64,3.38,3.75
848,承德露露,软饮料,河北,20.27,0.233,5.09,1.85,9.4165,25.11100148,20.71,24.83,11.1,11.24
19,深深宝Ａ,软饮料,深圳,0,-0.036,6.09,2,12.18,,,9.82,-0.97,-1.74
2387,黑牛食品,软饮料,广东,0,-0.209,12.47,1.4,17.458,,6.37,3.54,,-13.89
600128,弘业股份,商贸代理,江苏,1166.41,0.005,2.02,5.56,11.2312,0.173180957,,,,0.09
600058,五矿发展,商贸代理,北京,414.51,0.018,3.11,4.69,14.5859,0.750283467,0.6,0.58,0.19,0.38
600826,兰生股份,商贸代理,上海,79.18,0.109,1.93,8.99,17.3507,2.437484213,23.63,23.75,,
600605,汇通能源,商贸代理,上海,103.59,0.076,4.01,3.94,15.7994,3.871030022,3.97,4.38,0.92,
600278,东方创业,商贸代理,上海,43.47,0.153,1.76,7.55,13.288,4.048769266,,5.05,1.28,2.34
600287,江苏舜天,商贸代理,江苏,45.51,0.09,1.88,4.37,8.2156,4.130960229,3.27,2.82,0.91,
600822,上海物贸,商贸代理,上海,241.68,0.025,11.05,1.09,12.0445,4.572161536,4.12,3.65,2.15,
600981,汇鸿集团,商贸代理,江苏,32.09,0.108,1.96,3.55,6.958,6.107821751,7.12,,1.92,2.95
600500,中化国际,商贸代理,上海,29.08,0.178,1.89,5.48,10.3572,6.499312242,1.99,0.51,2.08,
600382,广东明珠,商贸代理,广东,19.95,0.358,1.35,10.57,14.2695,6.766917293,5.32,6.14,1.35,
600120,浙江东方,商贸代理,浙江,23.95,0.58,1.96,13.9,27.244,8.183716075,8.86,12.54,3.54,4.4
600153,建发股份,商贸代理,福建,17.91,0.33,1.5,7.89,11.835,8.37520938,6.7,14.08,,
600735,新华锦,商贸代理,山东,66.37,0.092,5.78,2.12,12.2536,8.708753955,,7.64,2.32,
600739,辽宁成大,商贸代理,辽宁,16.08,0.567,1.43,12.77,18.2611,8.893034826,,,3.66,4.56
600704,物产中大,商贸代理,浙江,17.76,0.19,1.7,4.57,7.769,9.572072072,6.99,,2.03,4.93
151,中成股份,商贸代理,北京,49.85,0.175,5.41,3.23,17.4743,10.85255767,7.56,,2.19,5.32
2091,江苏国泰,商贸代理,江苏,23.72,0.235,2.65,4.2,11.13,11.17200675,,19.17,,6.02
626,远大控股,商贸代理,江苏,24.66,0.413,3.96,5.14,20.3544,16.05839416,20.2,19.02,3.33,8.36
600755,厦门国贸,商贸代理,福建,11.18,0.38,1.94,5.47,10.6118,17.35241503,,11.76,,6.8
600250,南纺股份,商贸代理,江苏,0,-0.083,11.04,1.26,13.9104,,-16.73,5.25,-15.05,
600247,ST成城,商贸代理,吉林,0,-0.979,-11.74,-0.76,8.9224,,-90.95,-245.32,,
600241,时代万恒,商贸代理,辽宁,0,-0.008,4.55,2.79,12.6945,,,,,-0.28
2344,海宁皮城,商品城,浙江,25.73,0.163,1.49,5.64,8.4036,5.790905558,9.58,,1.24,2.9
600790,轻纺城,商品城,浙江,14.8,0.226,1.43,4.68,6.6924,9.662162162,6.78,9.3,1.88,
600415,小商品城,商品城,浙江,18.64,0.19,3.58,1.98,7.0884,19.20600858,8.22,10.81,,9.72
