code,name,industry,area,市盈率(pe),每股收益(eps),市净率(pb),每股净资产(bvps),股价(pb*bvps),净资产收益(roe),20163,20164,20171,20172
601500,通用股份,汽车配件,江苏,74.23,0.089,3.78,3.47,13.1166,5.092280749,8.05,9.15,1.15,2.52
700,模塑科技,汽车配件,江苏,30.08,0.116,1.57,4.46,7.0022,5.219414894,6.55,,1.84,2.66
2813,路畅科技,汽车配件,深圳,160.11,0.143,8.46,5.42,45.8532,5.283867341,6,8.09,,2.56
2703,浙江世宝,汽车配件,浙江,122.38,0.05,6.56,1.88,12.3328,5.360352999,3.49,4.35,,2.66
2865,钧达股份,汽车配件,海南,70.1,0.21,3.77,6.66,25.1082,5.378031384,,10.49,2.26,
600960,渤海活塞,汽车配件,山东,31.91,0.127,1.75,4.61,8.0675,5.48417424,,4.68,1.45,2.77
603767,中马传动,汽车配件,浙江,53.79,0.27,3.39,6.5,22.035,6.30228667,,13.21,nan,
2766,索菱股份,汽车配件,深圳,74.99,0.136,4.79,4.24,20.3096,6.387518336,6.16,7.66,2.04,4.05
2510,天汽模,汽车配件,天津,47.1,0.085,3.17,2.53,8.0201,6.730360934,6.37,7.98,,3.72
603768,常青股份,汽车配件,安徽,46.52,0.3,3.18,7.77,24.7086,6.835769561,,22.09,4.62,4.65
601163,三角轮胎,汽车配件,山东,35.85,0.34,2.5,9.74,24.35,6.973500697,16.62,19.57,1.98,3.41
757,浩物股份,汽车配件,四川,76.87,0.048,5.6,1.32,7.392,7.285026668,3.68,4.7,2.23,3.71
2283,天润曲轴,汽车配件,山东,29.2,0.119,2.13,3.28,6.9864,7.294520548,3.64,5.62,,3.7
2662,京威股份,汽车配件,北京,31.9,0.17,2.33,3.12,7.2696,7.304075235,6.07,14.08,1.55,3.62
2239,奥特佳,汽车配件,江苏,42.67,0.059,3.15,1.6,5.04,7.382235763,6.72,10.55,1.86,3.73
2592,八菱科技,汽车配件,广西,50.36,0.278,3.81,7.34,27.9654,7.565528197,4.48,6.31,,3.75
2406,远东传动,汽车配件,河南,26.64,0.155,2.06,4.01,8.2606,7.732732733,3.8,5.28,,
2863,今飞凯达,汽车配件,浙江,49.63,0.18,3.84,3.98,15.2832,7.737255692,,13.26,2.39,
600148,长春一东,汽车配件,吉林,133.4,0.109,10.51,2.77,29.1127,7.87856072,2.81,3.3,2.87,
2590,万安科技,汽车配件,浙江,53.95,0.148,4.29,3.73,16.0017,7.951807229,5.46,7.8,,4.05
2454,松芝股份,汽车配件,上海,26.93,0.271,2.15,6.79,14.5985,7.983661344,6.14,8.91,,4.03
603166,福达股份,汽车配件,广西,39.85,0.139,3.19,3.47,11.0693,8.005018821,,4.93,,3.86
300473,德尔股份,汽车配件,辽宁,40.55,0.62,3.31,14.78,48.9218,8.162762022,5.98,7.33,1.97,3.88
603023,威帝股份,汽车配件,黑龙江,87.63,0.059,7.26,1.43,10.3818,8.284833961,,18.38,2.24,3.95
603286,日盈电子,汽车配件,江苏,72.18,0.25,5.98,4.61,27.5678,8.284843447,,13.38,nan,
600523,贵航股份,汽车配件,贵州,28.17,0.341,2.58,7.43,19.1694,9.158679446,,8.53,,4.62
600699,均胜电子,汽车配件,浙江,26.45,0.648,2.44,14.05,34.282,9.224952741,,9.3,1.62,
603178,圣龙股份,汽车配件,浙江,48.17,0.2,4.45,3.8,16.91,9.238115009,13.21,21.79,,7.88
300643,万通智控,汽车配件,浙江,91.4,0.11,8.62,1.98,17.0676,9.43107221,,,3.84,
300304,云意电气,汽车配件,江苏,57.06,0.09,5.41,1.9,10.279,9.481247809,5.95,8.05,2.16,4.82
603926,铁流股份,汽车配件,浙江,34.54,0.57,3.34,9.25,30.895,9.669947887,,24.65,5.35,
603586,金麒麟,汽车配件,山东,33.09,0.55,3.28,9.75,31.98,9.91236023,,22.97,4.54,
300680,隆盛科技,汽车配件,江苏,84.55,0.28,8.4,4.22,35.448,9.934949734,,16.82,3.23,6.85
2536,西泵股份,汽车配件,河南,27.16,0.283,2.7,5.7,15.39,9.941089838,4.41,6.01,2.75,5.01
300580,贝斯特,汽车配件,江苏,37.12,0.31,3.71,5.86,21.7406,9.994612069,13.08,18.06,3.05,5.34
603758,秦安股份,汽车配件,重庆,30.92,0.32,3.1,5.45,16.895,10.02587322,,14.07,3.6,6.98
300375,鹏翎股份,汽车配件,天津,27.13,0.35,2.73,6.95,18.9735,10.06266126,8.43,13.29,,5.05
603335,迪生力,汽车配件,广东,58.79,0.16,6.16,2.27,13.9832,10.47797244,,15.87,4.02,8.33
601966,玲珑轮胎,汽车配件,山东,27.01,0.361,2.86,6.82,19.5052,10.58867086,,,,5.31
2126,银轮股份,汽车配件,浙江,24.36,0.23,2.6,3.9,10.14,10.67323481,8.4,11.9,3.39,7.08
603358,华达科技,汽车配件,江苏,28.46,0.86,3.09,15.24,47.0916,10.85734364,18.11,25.42,,5.78
603035,常熟汽饰,汽车配件,江苏,23.45,0.43,2.65,7.61,20.1665,11.30063966,,16.99,2.71,5.66
760,斯太尔,汽车配件,湖北,32.69,0.153,3.71,2.69,9.9799,11.3490364,-6.51,,,5.78
2765,蓝黛传动,汽车配件,重庆,33.26,0.15,3.79,2.63,9.9677,11.39506915,,12.54,2.52,5.84
300652,雷迪克,汽车配件,浙江,39.78,0.51,4.55,7.01,31.8955,11.4379085,,,5.86,
2448,中原内配,汽车配件,河南,24.02,0.224,2.82,3.83,10.8006,11.74021649,7.89,10.22,2.71,5.9
600093,易见股份,汽车配件,四川,17.83,0.345,2.11,5.84,12.3224,11.83398766,7.67,10.22,3.06,6.09
300432,富临精工,汽车配件,四川,29.8,0.416,3.57,6.95,24.8115,11.97986577,17.18,23.73,,5.95
601799,星宇股份,汽车配件,江苏,29.98,0.822,3.6,13.69,49.284,12.00800534,10.53,13.14,2.61,5.87
601689,拓普集团,汽车配件,浙江,26.91,0.58,3.4,8.41,28.594,12.63470829,13.24,18.67,,9.78
603006,联明股份,汽车配件,上海,38.46,0.283,4.88,4.46,21.7648,12.68850754,12.32,16.7,,6.37
300507,苏奥传感,汽车配件,江苏,48.03,0.435,6.12,6.82,41.7384,12.74203623,,15.53,3.61,6.45
600480,凌云股份,汽车配件,河北,19.21,0.52,2.45,8.16,19.992,12.75377408,5.51,6.24,,6.6
2553,南方轴承,汽车配件,江苏,46.33,0.127,6.13,1.92,11.7696,13.23116771,9.02,10.72,3.24,6.49
603319,湘油泵,汽车配件,湖南,36.44,0.513,4.83,7.75,37.4325,13.2546652,9.96,,3.19,6.73
603089,正裕工业,汽车配件,浙江,36.68,0.427,4.89,6.41,31.3449,13.33151581,,24.21,,7.2
600742,一汽富维,汽车配件,吉林,16.27,0.689,2.17,10.35,22.4595,13.33743085,,10.35,3.43,
600335,国机汽车,汽车配件,天津,13.71,0.489,1.88,7.12,13.3856,13.71261853,9.22,10.1,2.31,6.96
600081,东风科技,汽车配件,上海,25.05,0.263,3.46,3.81,13.1826,13.81237525,6.95,,3.26,6.93
300176,鸿特精密,汽车配件,广东,100.4,0.428,13.93,6.17,85.9481,13.87450199,5.28,,,
2048,宁波华翔,汽车配件,浙江,16.11,0.74,2.28,10.45,23.826,14.15270019,10.2,14.73,,7.33
603158,腾龙股份,汽车配件,江苏,33.98,0.302,4.84,4.24,20.5216,14.24367275,9.64,14.33,,
2664,信质电机,汽车配件,浙江,42.92,0.321,6.13,4.5,27.585,14.28238583,11.35,14.53,3.3,
2434,万里扬,汽车配件,浙江,20.27,0.312,2.91,4.35,12.6585,14.35619142,9.21,11.81,4.17,7.3
603701,德宏股份,汽车配件,浙江,39.11,0.339,5.62,4.71,26.4702,14.36972641,12.38,15.02,,7.2
300585,奥联电子,汽车配件,江苏,50.18,0.38,7.25,2.62,18.995,14.44798725,17.46,23.41,,
603197,保隆科技,汽车配件,上海,33.77,1.02,4.93,11.02,54.3286,14.59875629,,24.25,nan,12.81
600660,福耀玻璃,汽车配件,福建,22.49,0.553,3.58,6.95,24.881,15.91818586,13.06,18.62,3.77,7.66
338,潍柴动力,汽车配件,山东,11.05,0.331,1.79,4.09,7.3211,16.19909502,4.78,7.65,3.65,
300258,精锻科技,汽车配件,江苏,25.89,0.309,4.2,3.8,15.96,16.22247972,10.15,13.9,3.84,8.27
30,富奥股份,汽车配件,吉林,12.76,0.351,2.15,4.16,8.944,16.84952978,10.63,13.73,4.18,8.39
600741,华域汽车,汽车配件,上海,10.52,1.025,1.79,12.03,21.5337,17.01520913,13.39,16.84,3.94,8.22
2085,万丰奥威,汽车配件,浙江,45.41,0.22,7.82,2.56,20.0192,17.22087646,15.98,20.53,3.7,8.72
603306,华懋科技,汽车配件,福建,29.02,0.59,5.13,5.97,30.6261,17.67746382,,,5.41,
603997,继峰股份,汽车配件,浙江,28.61,0.222,5.09,2.49,12.6741,17.79098217,12.67,,4.7,8.82
603179,新泉股份,汽车配件,江苏,31.85,0.76,5.81,7.49,43.5169,18.24175824,,21.14,8.84,11.59
603037,凯众股份,汽车配件,上海,26.43,0.649,5.03,6.82,34.3046,19.03140371,,22.28,,12.12
559,万向钱潮,汽车配件,浙江,35.44,0.161,6.85,1.67,11.4395,19.32844244,14.68,19.52,5.23,
581,威孚高科,汽车配件,江苏,9.17,1.314,1.79,13.49,24.1471,19.52017448,,13.53,4.88,9.84
601127,小康股份,汽车配件,重庆,25.32,0.437,4.97,4.45,22.1165,19.62875197,9.72,15.93,5.11,
603239,浙江仙通,汽车配件,浙江,32.87,0.353,6.84,3.39,23.1876,20.80924855,,41.65,6.71,10.7
300695,兆丰股份,汽车配件,浙江,51.79,1.175,11.19,10.88,121.7472,21.60648774,,46.35,6.37,15.53
603788,宁波高发,汽车配件,浙江,28.67,0.85,6.95,5.92,41.144,24.24136728,,20.72,7.03,13.56
2602,世纪华通,汽车配件,浙江,26.46,0.602,6.54,4.87,31.8498,24.71655329,9.39,,2.81,
603730,岱美股份,汽车配件,上海,28.89,0.76,8.34,4.64,38.6976,28.86812046,,33.02,8.96,17.4
603305,旭升股份,汽车配件,浙江,94.06,0.276,30.58,1.7,51.986,32.51116309,,48.92,,19.63
600501,航天晨光,汽车配件,江苏,0,-0.024,2.72,5.19,14.1168,,,,-0.02,-0.45
600469,风神股份,汽车配件,河南,0,-0.2,1.94,4.06,7.8764,,,3.78,,
2488,金固股份,汽车配件,浙江,0,-0.12,2.08,5.96,12.3968,,-3.61,-9.21,-2.03,-2.87
622,恒立实业,汽车配件,湖南,0,-0.019,13.35,0.46,6.141,,-13.16,27.03,-1.47,-4.02
603922,金鸿顺,汽车配件,江苏,0,0,0,0,0,,,,,
572,海马汽车,汽车整车,海南,176.12,0.015,1.14,4.58,5.2212,0.647285941,2.8,,,
600166,福田汽车,汽车整车,北京,100.09,0.015,1.06,2.87,3.0422,1.059046858,1.24,,0.46,0.53
600686,金龙汽车,汽车整车,福建,126.75,0.063,2.7,5.93,16.011,2.130177515,-2.69,-20.48,-1.5,
600375,华菱星马,汽车整车,安徽,62.83,0.054,1.39,4.9,6.811,2.212318956,-8.39,2.84,,1.11
600006,东风汽车,汽车整车,湖北,47.93,0.067,1.96,3.29,6.4484,4.089296891,3.5,,1.08,2.05
600262,北方股份,汽车整车,内蒙,106.61,0.125,4.39,6.1,26.779,4.117812588,-0.29,1.72,0.4,
957,中通客车,汽车整车,山东,71.55,0.104,3.32,4.47,14.8404,4.64011181,19.53,24.74,,2.35
600418,江淮汽车,汽车整车,安徽,28.78,0.182,1.44,7.28,10.4832,5.003474635,8.89,11.26,,2.47
2537,海联金汇,汽车整车,山东,39.68,0.142,2.1,5.38,11.298,5.29233871,,7.74,1.41,2.67
2594,比亚迪,汽车整车,深圳,49.34,0.59,3.23,19.29,62.3067,6.546412647,9.23,12.91,1.15,3.33
800,一汽轿车,汽车整车,吉林,36.11,0.166,2.45,4.89,11.9805,6.784824148,-8.6,-11.64,2.08,3.46
550,江铃汽车,汽车整车,江西,16.4,0.641,1.46,14.41,21.0386,8.902439024,,10.74,,4.36
601633,长城汽车,汽车整车,河北,23.33,0.265,2.43,5.1,12.393,10.41577368,17.49,24.73,4.05,5.04
600066,宇通客车,汽车整车,河南,32.56,0.364,4.31,5.5,23.705,13.23710074,18.87,,2.3,
600104,上汽集团,汽车整车,上海,11.1,1.38,1.72,17.62,30.3064,15.4954955,12.79,17.53,4,
951,中国重汽,汽车整车,山东,12.74,0.714,2.34,7.77,18.1818,18.36734694,4.91,,,9.43
600213,亚星客车,汽车整车,江苏,109.62,0.063,20.83,0.66,13.7478,19.00200693,,,4.06,
625,长安汽车,汽车整车,重庆,7.24,0.962,1.48,9.39,13.8972,20.44198895,,26.81,5.36,10.42
600303,曙光股份,汽车整车,辽宁,9.96,0.584,2.47,4.71,11.6337,24.79919679,1,,14.77,13.16
601238,广汽集团,汽车整车,广东,14.03,0.96,3.5,7.63,26.705,24.94654312,13.6,15.39,8.35,
868,安凯客车,汽车整车,安徽,0,-0.041,4.93,1.86,9.1698,,2,,,-2.2
600609,金杯汽车,汽车整车,辽宁,0,-0.309,-28.06,-0.23,6.4538,,-30.5,-124.28,-117.22,nan
927,一汽夏利,汽车整车,天津,0,-0.43,9.11,0.63,5.7393,,-73.48,10.04,-16.98,
600760,中航黑豹,汽车整车,山东,0,-0.079,26.67,1.19,31.7373,,-4.52,6.67,-2.34,
2114,罗平锌电,铅锌,云南,440.75,0.024,3.92,5.42,21.2464,0.88939308,3.15,9.66,,
600331,宏达股份,铅锌,四川,53.67,0.062,2.77,2.38,6.5926,5.161170114,,,1,2.61
975,银泰资源,铅锌,内蒙,73.82,0.096,3.95,3.6,14.22,5.350853427,4.45,5.93,0.5,2.71
600531,豫光金铅,铅锌,河南,53.24,0.079,2.98,2.8,8.344,5.597295267,4.34,12.16,1.6,
758,中色股份,铅锌,北京,43.69,0.089,2.92,2.65,7.738,6.683451591,,6.02,,
751,锌业股份,铅锌,辽宁,53.07,0.057,3.82,1.59,6.0738,7.198040324,4.56,,1.74,3.67
426,兴业矿业,铅锌,内蒙,50.63,0.11,4.14,2.7,11.178,8.176970176,,3.12,,
600961,株冶集团,铅锌,湖南,405.7,0.013,34.45,0.31,10.6795,8.491496179,22.26,14.55,2,4.26
603,盛达矿业,铅锌,北京,52.86,0.134,4.55,3.12,14.196,8.60764283,9.97,11.8,,3.78
60,中金岭南,铅锌,深圳,26.12,0.25,2.77,4.37,12.1049,10.60490046,2.21,4.31,2.81,6.95
600497,驰宏锌锗,铅锌,云南,29.36,0.126,3.41,2.17,7.3997,11.61444142,0.79,-19.15,3.26,
601020,华钰矿业,铅锌,西藏,56.76,0.236,8.72,3.07,26.7704,15.36293164,8.14,15.35,1.35,7.77
688,建新矿业,铅锌,重庆,25.78,0.212,6.22,1.76,10.9472,24.12723041,9.71,14.47,4.85,12.88
600338,西藏珠峰,铅锌,西藏,26.84,0.873,19.05,2.46,46.863,70.97615499,52.56,66.21,21.81,39.26
300126,锐奇股份,轻工机械,上海,898.13,0.005,2.44,3.41,8.3204,0.271675593,,0.6,,0.14
300442,普丽盛,轻工机械,上海,574.13,0.025,2.92,9.7,28.324,0.508595614,,0.74,0.22,0.25
2611,东方精工,轻工机械,广东,64.26,0.17,2.33,6.4,14.912,3.625894802,5.5,6.9,0.44,3.82
300195,长荣股份,轻工机械,天津,43.75,0.19,1.63,9.08,14.8004,3.725714286,,5.64,,2.26
39,中集集团,轻工机械,深圳,33.46,0.26,1.79,10.01,17.9179,5.349671249,,2,1.76,2.76
300173,智慧松德,轻工机械,广东,65.2,0.086,3.9,2.89,11.271,5.981595092,,4.61,0.08,
821,京山轻机,轻工机械,湖北,45.68,0.149,3.62,3.76,13.6112,7.92469352,2.66,,,
2444,巨星科技,轻工机械,浙江,33.97,0.234,2.95,5.37,15.8415,8.684133059,9.01,11.92,1.86,4.38
2282,博深工具,轻工机械,河北,70.42,0.134,7.59,2.48,18.8232,10.77818801,1.77,1.59,0.52,5.52
2209,达 意 隆,轻工机械,广东,0,-0.046,4.42,3.09,13.6578,,-4.04,-7.11,0.45,-1.48
2305,南国置业,区域地产,湖北,467.47,0.006,2.3,2.58,5.934,0.492010182,,,0.11,0.24
979,中弘股份,区域地产,安徽,277.69,0.003,1.65,1.17,1.9305,0.594187763,,,,0.3
2147,新光圆成,区域地产,安徽,321.53,0.02,3.22,4.05,13.041,1.001461761,11.69,,0.3,0.5
534,万泽股份,区域地产,广东,410.62,0.018,5.23,2.79,14.5917,1.273683698,5.13,,-1.67,0.63
600246,万通地产,区域地产,北京,97.19,0.025,1.5,3.24,4.86,1.543368659,5.56,,1.14,0.77
838,财信发展,区域地产,北京,243.08,0.014,4.41,1.5,6.615,1.814217542,,7.05,0.39,
600376,首开股份,区域地产,北京,47.37,0.07,1,11.64,11.64,2.111040743,4.61,7.52,,0.83
537,广宇发展,区域地产,天津,108.52,0.052,2.53,4.47,11.3091,2.33136749,12.07,,-3.11,1.17
600266,北京城建,区域地产,北京,46.37,0.169,1.3,11.99,15.587,2.803536769,3.55,7.39,0.53,1.36
863,三湘印象,区域地产,上海,53.66,0.067,1.53,4.71,7.2063,2.851285874,,,1.33,1.45
600773,西藏城投,区域地产,西藏,152.74,0.053,4.54,3.55,16.117,2.97237135,1.75,2.91,0.55,
600052,浙江广厦,区域地产,浙江,70.31,0.037,2.11,2.46,5.1906,3.000995591,,21.3,0.95,
514,渝 开 发,区域地产,重庆,72.51,0.056,2.3,3.52,8.096,3.171976279,,4.28,,1.59
600533,栖霞建设,区域地产,江苏,48.67,0.065,1.64,3.83,6.2812,3.369632217,1.17,,-0.43,
600223,鲁商置业,区域地产,山东,63.04,0.039,2.15,2.26,4.859,3.410532995,3.59,4.23,0.87,1.72
600503,华丽家族,区域地产,上海,102.73,0.039,3.73,2.17,8.0941,3.630877056,3.4,3.49,2.04,1.49
2208,合肥城建,区域地产,安徽,65.53,0.096,2.46,5.13,12.6198,3.754005799,4.23,6.83,2.58,
600683,京投发展,区域地产,浙江,67.58,0.061,2.96,2.8,8.288,4.379994081,4.94,14.01,-2.78,2.09
671,阳 光 城,区域地产,福建,48.07,0.081,2.35,3.31,7.7785,4.888703973,,9.75,1.59,2.45
718,苏宁环球,区域地产,吉林,48.64,0.059,2.43,2.34,5.6862,4.995888158,8.48,,,2.43
2314,南山控股,区域地产,深圳,42.81,0.073,2.18,2.87,6.2566,5.092268162,,8.75,,2.12
600466,蓝光发展,区域地产,四川,38.5,0.12,2.02,5.07,10.2414,5.246753247,,9.86,1.29,2.51
656,金科股份,区域地产,重庆,31.02,0.06,1.73,3.06,5.2938,5.577047066,7.59,9.42,,2.13
600568,中珠医疗,区域地产,湖北,41.9,0.087,2.42,3.01,7.2842,5.775656325,5.6,6.27,1.06,
600724,宁波富达,区域地产,浙江,43.79,0.054,2.55,1.84,4.692,5.823247317,,5.05,,2.96
600094,大名城,区域地产,上海,31.08,0.16,1.87,4.3,8.041,6.016731017,,,2.6,2.8
600807,天业股份,区域地产,山东,68.48,0.075,4.49,2.29,10.2821,6.556658879,4.84,7.6,,
965,天保基建,区域地产,天津,21.2,0.172,1.51,4.84,7.3084,7.122641509,2.61,,,3.63
600185,格力地产,区域地产,广东,23.85,0.134,1.77,3.63,6.4251,7.421383648,,11.87,3.59,3.82
981,银亿股份,区域地产,甘肃,43.68,0.109,3.33,2.86,9.5238,7.623626374,9.75,9.49,0.77,
600322,天房发展,区域地产,天津,19.45,0.158,1.57,3.92,6.1544,8.071979434,-6.12,-8.66,,
573,粤宏远Ａ,区域地产,广东,27.99,0.112,2.28,2.74,6.2472,8.145766345,1.59,,0.47,4.01
600743,华远地产,区域地产,北京,17.9,0.128,1.59,2.89,4.5951,8.882681564,7.16,,1.2,
600325,华发股份,区域地产,广东,15.12,0.268,1.4,5.81,8.134,9.259259259,3.2,8.3,,4.44
926,福星股份,区域地产,湖北,13,0.487,1.24,10.2,12.648,9.538461538,7.01,6.14,2.89,4.72
29,深深房Ａ,区域地产,深圳,41.17,0.136,4.06,2.75,11.165,9.861549672,9.67,12.53,1.3,5.06
600649,城投控股,区域地产,上海,14.19,0.33,1.4,7.21,10.094,9.866102889,9.15,9.62,2.87,4.64
732,泰禾集团,区域地产,福建,12.98,0.739,1.29,14.91,19.2339,9.938366718,8.83,11.96,,5
6,深振业Ａ,区域地产,深圳,26.64,0.185,2.65,3.71,9.8315,9.947447447,2.6,16.56,2.05,
601588,北辰实业,区域地产,北京,16.83,0.185,1.74,3.59,6.2466,10.33868093,3.73,5.25,2.53,5.22
600622,嘉宝集团,区域地产,上海,29.02,0.306,3.03,5.85,17.7255,10.44107512,3.58,,2.76,
631,顺发恒业,区域地产,吉林,16.74,0.124,1.79,2.32,4.1528,10.69295102,6.2,7.64,1.18,
2244,滨江集团,区域地产,浙江,11.98,0.296,1.63,4.35,7.0905,13.60601002,9.2,12.21,3.31,
600113,浙江东日,区域地产,浙江,52.1,0.131,7.13,1.91,13.6183,13.68522073,15.44,19.03,,
601155,新城控股,区域地产,江苏,19.45,0.51,2.9,6.78,19.662,14.91002571,7.02,22.44,0.28,7.44
609,绵石投资,区域地产,北京,17.82,0.43,2.79,5.29,14.7591,15.65656566,9.27,9.83,,
600675,中华企业,区域地产,上海,16.58,0.204,3.48,1.94,6.7512,20.98914355,10.63,21.94,0.36,11.04
600696,*ST匹凸,区域地产,上海,220.97,0.016,48.14,0.15,7.221,21.78576277,,-167.6,5.51,11.52
517,荣安地产,区域地产,浙江,14.81,0.148,3.36,1.3,4.368,22.6873734,0.57,4.1,,
11,深物业A,区域地产,深圳,16.27,0.611,4.45,4.47,19.8915,27.35095267,-0.35,,,
600340,华夏幸福,区域地产,河北,8.94,1.816,2.59,12.53,32.4527,28.97091723,21.83,29.54,6.07,
600638,新黄浦,区域地产,上海,7.98,1.102,2.32,7.58,17.5856,29.0726817,3.67,,0.83,15.62
567,海德股份,区域地产,海南,60.82,0.248,17.99,1.67,30.0433,29.57908583,,1.36,8.15,15.86
600732,ST新梅,区域地产,上海,21.89,0.16,6.83,1.03,7.0349,31.20146185,-10.55,5.26,6.51,16.91
600225,*ST松江,区域地产,天津,5.98,0.478,2.85,2.01,5.7285,47.65886288,,-27.46,25.79,27.07
600641,万业企业,区域地产,上海,3.49,1.957,1.92,7.12,13.6704,55.01432665,5.66,17.77,,
2077,大港股份,区域地产,江苏,0,-0.026,1.86,6.57,12.2202,,0.8,1.41,,-0.39
809,*ST新城,区域地产,辽宁,0,-0.097,1.23,3.54,4.3542,,-3.52,-7.7,-1.15,-2.7
608,阳光股份,区域地产,广西,0,-0.105,2.1,3.69,7.749,,-10.67,-15.2,,-2.81
600159,大龙地产,区域地产,北京,0,-0.025,1.93,2.62,5.0566,,4.87,,-0.79,
691,ST亚太,区域地产,甘肃,0,-0.012,32.24,0.24,7.7376,,0.15,2.51,,-4.92
600095,哈高科,区域地产,黑龙江,0,-0.033,4.22,1.96,8.2712,,-1.63,2.13,-1.08,
2016,世荣兆业,区域地产,广东,0,-0.014,4.93,1.82,8.9726,,5.33,5.37,0.54,-0.64
600890,中房股份,区域地产,北京,0,-0.031,24.39,0.46,11.2194,,-6.27,-13.69,-3.15,-6.58
600733,S*ST前锋,区域地产,四川,0,-0.008,54.13,0.93,50.3409,,-2.9,-16.57,0.19,
600239,云南城投,区域地产,云南,0,-0.176,1.98,2.64,5.2272,,-12.16,5.49,-3,-6.31
506,中润资源,区域地产,山东,0,-0.145,6.08,1.44,8.7552,,0.45,0.6,,-9.58
897,津滨发展,区域地产,天津,0,-0.024,5.61,0.78,4.3758,,,3.69,-0.72,-3.01
668,荣丰控股,区域地产,上海,0,-0.034,4.2,4.08,17.136,,-6.41,-6.53,,-0.84
600716,凤凰股份,区域地产,江苏,0,-0.078,1.49,3.67,5.4683,,,1.56,-0.31,-2.09
931,中 关 村,区域地产,北京,0,-0.086,3.74,2.01,7.5174,,0.69,3.27,-2.58,
600791,京能置业,全国地产,北京,829.37,0.007,3.48,3.39,11.7972,0.419595597,1.81,3.07,0.41,0.21
600077,宋都股份,全国地产,浙江,192.02,0.012,1.72,2.68,4.6096,0.895740027,2.22,-5.42,-0.14,0.45
14,沙河股份,全国地产,深圳,433.12,0.02,4.64,3.65,16.936,1.071296638,-2.39,,,0.54
616,海航投资,全国地产,辽宁,83.6,0.027,1.62,2.79,4.5198,1.937799043,,-10.42,1.19,0.97
600621,华鑫股份,全国地产,上海,97.07,0.064,2.32,5.34,12.3888,2.390027815,,8.08,0.54,1.31
40,东旭蓝天,全国地产,深圳,64.78,0.113,1.77,8.3,14.691,2.732324792,2.89,2.85,0.33,1.37
600208,新湖中宝,全国地产,浙江,40.21,0.055,1.3,3.43,4.459,3.23302661,2.93,24.37,1.3,
600565,迪马股份,全国地产,重庆,61.59,0.046,2.05,2.75,5.6375,3.328462413,2.07,,1.25,1.64
600510,黑牡丹,全国地产,江苏,29.35,0.133,1.08,7.23,7.8084,3.679727428,3.89,5.32,0.95,1.81
2133,广宇集团,全国地产,浙江,36.69,0.079,1.59,3.64,5.7876,4.333605887,5.77,,,2.15
797,中国武夷,全国地产,福建,111.13,0.054,5.38,2.24,12.0512,4.841177,,10.96,2.75,2.44
600748,上实发展,全国地产,上海,29.26,0.123,1.44,5.02,7.2288,4.921394395,,,1.31,2.47
42,中洲控股,全国地产,深圳,37.5,0.228,1.9,8.98,17.062,5.066666667,1.47,,0.44,2.54
600657,信达地产,全国地产,北京,20.41,0.161,1.1,5.96,6.556,5.389514944,2.05,10.09,-1.49,2.68
31,中粮地产,全国地产,深圳,46.72,0.086,2.53,3.16,7.9948,5.415239726,,11.61,2.4,
600708,光明地产,全国地产,上海,24.63,0.152,1.44,5.18,7.4592,5.846528624,2.61,12.06,0.49,
620,新华联,全国地产,北京,38.01,0.098,2.29,3.25,7.4425,6.024730334,2.68,,,2.98
600383,金地集团,全国地产,深圳,24.23,0.255,1.57,7.89,12.3873,6.47957078,5.17,17.84,,3.11
600665,天地源,全国地产,上海,20.8,0.121,1.51,3.35,5.0585,7.259615385,,8.29,0.3,3.6
402,金 融 街,全国地产,北京,18.21,0.355,1.4,9.25,12.95,7.688083471,,10.6,,3.81
667,美好置业,全国地产,云南,14.8,0.117,1.32,2.62,3.4584,8.918918919,5.17,10.79,1.29,4.54
600162,香江控股,全国地产,深圳,19.2,0.097,1.77,2.11,3.7347,9.21875,10.4,13.3,1.75,5.48
46,泛海控股,全国地产,北京,23.66,0.174,2.27,3.63,8.2401,9.594251902,11.09,18.17,,4.87
600173,卧龙地产,全国地产,浙江,28.76,0.123,2.97,2.38,7.0686,10.32684284,,4.89,1.78,5.25
600048,保利地产,全国地产,广东,11.87,0.477,1.47,7.71,11.3337,12.38416175,9.29,15.53,2.1,6.17
1979,招商蛇口,全国地产,深圳,22.44,0.439,2.78,7.07,19.6546,12.3885918,11.55,19.04,3.69,
2,万 科Ａ,全国地产,深圳,21.02,0.662,2.73,10.2,27.846,12.98763083,,19.68,0.61,6.22
600823,世茂股份,全国地产,上海,7.55,0.372,1.01,5.59,5.6459,13.37748344,7.01,,1.24,
600067,冠城大通,全国地产,福建,11.25,0.343,1.6,4.8,7.68,14.22222222,3.49,4.55,4.23,7.26
2146,荣盛发展,全国地产,河北,13.29,0.387,1.9,5.43,10.317,14.29646351,10.18,18.74,1.92,6.87
600606,绿地控股,全国地产,上海,10.44,0.383,1.68,4.77,8.0136,16.09195402,10.82,,4.66,7.95
600684,珠江实业,全国地产,广东,13.31,0.269,2.18,3.28,7.1504,16.37866266,10.71,13.71,,
600240,华业资本,全国地产,北京,8.94,0.591,2.31,4.57,10.5567,25.83892617,,23.77,,13.84
600393,粤泰股份,全国地产,广东,9.82,0.36,3.14,2.25,7.065,31.97556008,1.61,,,17.25
